Open,High,Low,Close,Volume,Dividends,Stock Splits
92.69999694824219,99.69999694824219,89.94999694824219,93.88999938964844,271879400,0,0
92.69999694824219,92.94999694824219,89.5,89.88999938964844,66657800,0,0
88.94000244140625,90.4800033569336,86.62000274658203,87.16999816894531,39009800,0,0
88.47000122070312,90.56999969482422,87.22000122070312,90.56999969482422,32088000,0,0
91.08999633789062,91.5,88.5,88.91999816894531,28598000,0,0
89.7300033569336,90.45999908447266,88.66000366210938,90.45999908447266,18340000,0,0
89.62000274658203,89.69999694824219,88.0199966430664,88.75,25302000,0,0
89.0,90.87999725341797,88.45999908447266,88.8499984741211,24419400,0,0
88.69999694824219,88.94000244140625,86.04000091552734,86.0999984741211,24029600,0,0
86.2699966430664,88.19999694824219,85.61100006103516,87.05999755859375,21469700,0,0
88.0999984741211,89.94000244140625,87.6500015258789,88.0999984741211,18485700,0,0
89.1500015258789,89.6500015258789,88.05999755859375,88.30999755859375,9268400,0,0
87.94999694824219,89.69999694824219,87.05999755859375,87.66999816894531,12791700,0,0
88.0,88.5,87.05999755859375,88.30000305175781,10252600,0,0
88.51000213623047,90.3499984741211,88.0,88.79000091552734,21507000,0,0
88.25,88.73999786376953,85.23999786376953,85.87999725341797,15431400,0,0
86.8499984741211,86.88999938964844,84.91999816894531,85.12000274658203,14845000,0,0
85.80999755859375,85.87999725341797,83.22000122070312,84.94999694824219,15559200,0,0
84.04000091552734,86.48999786376953,82.80999755859375,85.5999984741211,16824300,0,0
84.9800033569336,89.17500305175781,84.01499938964844,88.8499984741211,15232000,0,0
90.4000015258789,90.9000015258789,87.66999816894531,87.91000366210938,17360700,0,0
88.0,89.5,87.86000061035156,88.26000213623047,9891400,0,0
89.0999984741211,92.5,88.5,90.9000015258789,23243800,0,0
92.25,93.5,91.01000213623047,91.62999725341797,20364500,0,0
92.91999816894531,94.69999694824219,92.81999969482422,94.44999694824219,20641000,0,0
95.06999969482422,98.0,94.77999877929688,95.76000213623047,32132600,0,0
97.0,98.8499984741211,96.30000305175781,97.79000091552734,28302400,0,0
99.83999633789062,100.66999816894531,98.61000061035156,99.68000030517578,32127600,0,0
99.87999725341797,100.0,96.81999969482422,98.30999755859375,28655400,0,0
98.4800033569336,99.44000244140625,97.30000305175781,98.7300033569336,15484600,0,0
100.0999984741211,100.22000122070312,98.13600158691406,98.5999984741211,18128300,0,0
99.66999816894531,102.80000305175781,99.05000305175781,101.80000305175781,40883700,0,0
100.42500305175781,106.35900115966797,99.51000213623047,106.06999969482422,67814000,0,0
108.4800033569336,110.13999938964844,106.4800033569336,108.66999816894531,48344000,0,0
109.30000305175781,111.69999694824219,107.20999908447266,111.56999969482422,33609000,0,0
112.93000030517578,114.7699966430664,111.75,114.55999755859375,51457000,0,0
117.2699966430664,119.44999694824219,115.19999694824219,119.1500015258789,75971000,0,0
117.25,117.55000305175781,113.69000244140625,114.54000091552734,70983600,0,0
115.05000305175781,119.06999969482422,114.0199966430664,118.19999694824219,53908000,0,0
119.30000305175781,120.0,114.55000305175781,114.83999633789062,62163000,0,0
115.05999755859375,115.38999938964844,113.3499984741211,115.0999984741211,29849000,0,0
115.44000244140625,115.62999725341797,113.12999725341797,114.25,22573000,0,0
114.33000183105469,114.37999725341797,110.41000366210938,110.80999755859375,41098000,0,0
109.83000183105469,110.68000030517578,107.22000122070312,108.81999969482422,46841000,0,0
107.80999755859375,112.44000244140625,107.26000213623047,109.81999969482422,36489000,0,0
113.20999908447266,113.5,110.43499755859375,110.7300033569336,27432000,0,0
112.0,113.93000030517578,111.55000305175781,113.91999816894531,20646000,0,0
114.94000244140625,115.16999816894531,112.33000183105469,113.47000122070312,23485000,0,0
113.33000183105469,113.73999786376953,112.33000183105469,112.66999816894531,11794700,0,0
113.13999938964844,113.2300033569336,111.11000061035156,111.63999938964844,8077800,0,0
110.0199966430664,110.05000305175781,103.89600372314453,105.98999786376953,38464200,0,0
107.3499984741211,110.0,106.61000061035156,109.88999938964844,18785000,0,0
110.4000015258789,111.68000030517578,108.7979965209961,110.63999938964844,16221100,0,0
110.0999984741211,110.5,108.91000366210938,109.16999816894531,10779300,0,0
109.5999984741211,110.3499984741211,107.76000213623047,107.9000015258789,12148100,0,0
105.97000122070312,107.4000015258789,104.20999908447266,105.06999969482422,19217300,0,0
102.2699966430664,107.94999694824219,101.19999694824219,107.4800033569336,24866800,0,0
107.08999633789062,107.37999725341797,103.51000213623047,103.87999725341797,18466700,0,0
104.44000244140625,106.83999633789062,104.29000091552734,104.97000122070312,15684300,0,0
104.69999694824219,107.44999694824219,104.17900085449219,105.11000061035156,14537600,0,0
106.38999938964844,107.7699966430664,103.69999694824219,104.69999694824219,16521800,0,0
103.75,107.68000030517578,103.69999694824219,105.7699966430664,21700600,0,0
107.11000061035156,109.19000244140625,106.27999877929688,109.0199966430664,17311100,0,0
110.58000183105469,111.19999694824219,108.26000213623047,109.25,22788100,0,0
109.93000030517578,110.6500015258789,108.04000091552734,110.6500015258789,14857800,0,0
110.62999725341797,110.9800033569336,108.52999877929688,108.7699966430664,13041200,0,0
108.30000305175781,108.47000122070312,103.87999725341797,105.5199966430664,19096300,0,0
105.68000030517578,107.20999908447266,105.5999984741211,105.94999694824219,5870400,0,0
105.98999786376953,106.94000244140625,105.5,105.94999694824219,6529100,0,0
105.94999694824219,107.66000366210938,105.63999938964844,105.9800033569336,8068600,0,0
105.63999938964844,106.70999908447266,105.12999725341797,105.75,10205700,0,0
106.45999908447266,106.47000122070312,103.69000244140625,103.94000244140625,10221600,0,0
