,lend_rate,borrow_rate
2021-06-27,0.010006849657786001,1.202953471483539
2021-06-26,0.010006849657786001,1.209437159613787
2021-06-25,0.010006849657786001,1.214411822133818
2021-06-24,0.010006849657786001,1.240467686368137
2021-06-23,0.010006849657786001,1.254498977852531
2021-06-22,0.010006849657786001,1.337413498872605
2021-06-21,0.010006849657786001,2.133541157506694
2021-06-20,0.010006849657786001,2.156741583778091
2021-06-19,0.010006849657786001,2.208937049994526
2021-06-18,0.010006849657786001,2.256419090359123
2021-06-17,0.010006849657786001,2.321730668415118
2021-06-16,0.010006849657786001,2.343442326537044
2021-06-15,0.010006849657786001,2.298192853934623
2021-06-14,0.010006849657786001,2.302663162804215
2021-06-13,0.010006849657786001,2.3243298519768683
2021-06-12,0.010006849657786001,2.368153906163204
2021-06-11,0.010006849657786001,2.429468111289797
2021-06-10,0.010006849657786001,2.4462317128350612
2021-06-09,0.010006849657786001,2.5398395630194033
2021-06-08,0.010006849657786001,2.593036191439228
2021-06-07,0.010006849657786001,2.568955873476502
2021-06-06,0.010006849657786001,2.5755864541080102
2021-06-05,0.010006849657786001,2.579903507202035
2021-06-04,0.010006849657786001,2.609847264938839
2021-06-03,0.010006849657786001,2.656349062489935
2021-06-02,0.010006849657786001,2.657742255342587
2021-06-01,0.010006849657786001,2.671673293413896
2021-05-31,0.010006849657786001,2.680715006780964
2021-05-30,0.010006849657786001,2.733119423503519
2021-05-29,0.010006849657786001,2.942935088521166
2021-05-28,0.010006849657786001,3.008403556328039
2021-05-27,0.010006849657786001,3.035579137170816
2021-05-26,0.010006849657786001,3.034038695971715
2021-05-25,0.010006849657786001,3.046974898458458
2021-05-24,0.010006849657786001,3.033479324850245
2021-05-23,0.010006849657786001,3.532787635680209
2021-05-22,0.010006849657786001,3.5805460535051132
2021-05-21,0.010006849657786001,3.698666318589508
2021-05-20,0.010006849657786001,3.801624934700537
2021-05-19,0.010006849657786001,3.966344900362221
2021-05-18,0.010006849657786001,3.958830734221197
2021-05-17,0.010006849657786001,3.938286324019984
2021-05-16,0.010006849657786001,3.9357830238506932
2021-05-15,0.010006849657786001,3.938138048431383
2021-05-14,0.010006849657786001,3.920011704666771
2021-05-13,0.010006849657786001,3.94379985528959
2021-05-12,0.010006849657786001,3.933057422710987
2021-05-11,0.010006849657786001,3.925833998221087
2021-05-10,0.010006849657786001,3.91657603349847
2021-05-09,0.010006849657786001,3.906956196593635
2021-05-08,0.010006849657786001,3.890147988215133
2021-05-07,0.010006849657786001,3.860809244543984
2021-05-06,0.010006849657786001,3.802222895164253
2021-05-05,0.010006849657786001,3.785536429050532
2021-05-04,0.010006849657786001,3.783034496727157
2021-05-03,0.010006849657786001,3.782006128648179
2021-05-02,0.010006849657786001,3.792880369976479
2021-05-01,0.010006849657786001,3.8309359677266963
2021-04-30,0.010006849657786001,3.846237134026778
2021-04-29,0.010006849657786001,3.805589822314265
2021-04-28,0.010006849657786001,3.827755593227643
2021-04-27,0.010006849657786001,3.83638191767451
2021-04-26,0.010006849657786001,3.8218688043498
2021-04-25,0.010006849657786001,3.842046657946475
2021-04-24,0.010006849657786001,3.844068030703233
2021-04-23,0.010006849657786001,3.86858532259417
2021-04-22,0.010006849657786001,3.882950211692966
2021-04-21,0.010006849657786001,3.887828348510759
2021-04-20,0.010006849657786001,3.881995216862885
2021-04-19,0.010006849657786001,3.877897686086968
2021-04-18,0.010006849657786001,3.932095205024532
2021-04-17,0.010006849657786001,3.9571545437770252
2021-04-16,0.010006849657786001,3.936414358673237
2021-04-15,0.010006849657786001,3.915527509030597
2021-04-14,0.010006849657786001,3.8857018600211033
2021-04-13,0.010006849657786001,3.767558022969674
2021-04-12,0.010006849657786001,3.745108920814749
2021-04-11,0.010006849657786001,3.703530214183033
2021-04-10,0.010006849657786001,3.637363973566957
2021-04-09,0.010006849657786001,3.631159615512334
2021-04-08,0.010006849657786001,3.623211918637142
2021-04-07,0.010006849657786001,3.62524580130897
2021-04-06,0.010006849657786001,3.616567498713367
2021-04-05,0.010006849657786001,3.587892197769889
2021-04-04,0.010006849657786001,3.58288117387078
2021-04-03,0.010006849657786001,3.573088971866169
2021-04-02,0.010006849657786001,3.531495266310851
2021-04-01,0.010006849657786001,3.50873767259527
2021-03-31,0.010006849657786001,3.48666727159242
2021-03-30,0.010006849657786001,3.477411919938056
2021-03-29,0.010006849657786001,3.435869450553155
2021-03-28,0.010006849657786001,3.4224382754603893
2021-03-27,0.010006849657786001,3.43257226497806
2021-03-26,0.010006849657786001,3.4439478336844003
2021-03-25,0.010006849657786001,3.439582766245446
2021-03-24,0.010006849657786001,3.4527586025460932
2021-03-23,0.010006849657786001,3.506355695219801
2021-03-22,0.010006849657786001,3.563793490704029
2021-03-21,0.010006849657786001,3.600346775252189
2021-03-20,0.010006849657786001,3.608168289034179
2021-03-19,0.010006849657786001,3.614962949946512
2021-03-18,0.010006849657786001,3.61673510058737
2021-03-17,0.010006849657786001,3.604809518457015
2021-03-16,0.010006849657786001,3.692632976776096
2021-03-15,0.010006849657786001,3.718160608169515
2021-03-14,0.010006849657786001,3.7270192574743373
2021-03-13,0.010006849657786001,3.738528404854415
2021-03-12,0.010006849657786001,3.781284835552395
2021-03-11,0.010006849657786001,3.757570473835597
2021-03-10,0.010006849657786001,3.753599241216491
2021-03-09,0.010006849657786001,3.741054322703919
2021-03-08,0.010006849657786001,3.736206250220743
2021-03-07,0.010006849657786001,3.671534865394669
2021-03-06,0.010006849657786001,3.703838360891097
2021-03-05,0.010006849657786001,3.772932978290322
2021-03-04,0.010006849657786001,3.772694923798593
2021-03-03,0.010006849657786001,3.20075539786887
2021-03-02,0.010006849657786001,3.209479910727011
2021-03-01,0.010006849657786001,3.2773978162873902
2021-02-28,0.010006849657786001,3.399300785750991
2021-02-27,0.010006849657786001,3.419429920716293
2021-02-26,0.010006849657786001,3.437145346968488
2021-02-25,0.0,3.440868211672431
2021-02-24,0.0,3.444374902089169
2021-02-23,0.0,3.5671172344701922
2021-02-22,0.0,3.5766605487773493
2021-02-21,0.0,3.557463224938322
2021-02-20,0.0,3.521040186302752
2021-02-19,0.0,3.507175759985929
2021-02-18,0.0,3.483962599142005
2021-02-17,0.0,3.477871258840884
2021-02-16,0.0,3.4492316152513043
2021-02-15,0.0,2.766349236010922
2021-02-14,0.0,2.768025318070767
2021-02-13,0.0,2.771761282700306
2021-02-12,0.0,2.758589413150455
2021-02-11,0.0,2.738717974515146
2021-02-10,0.0,2.7322642837172992
2021-02-09,0.0,2.6959017336683253
2021-02-08,0.0,2.705485379872336
2021-02-07,0.0,2.734167308528493
2021-02-06,0.0,2.725670179633614
2021-02-05,0.0,2.702028147873013
2021-02-04,0.0,2.687812709370705
2021-02-03,0.0,2.666143195959882
2021-02-02,0.0,2.650288355221984
2021-02-01,0.0,2.643927633440722
2021-01-31,0.0,2.630824636995169
2021-01-30,0.0,2.623272896137479
2021-01-29,0.0,2.6158258754419093
2021-01-28,0.0,2.6092600145336853
2021-01-27,0.0,2.5947318137024222
2021-01-26,0.0,2.57799084015512
2021-01-25,0.0,2.557481672060665
2021-01-24,0.0,2.554376962833479
2021-01-23,0.0,2.592288338653625
