,lend_rate,borrow_rate
2021-06-27,2.299258262524882,6.477648747763174
2021-06-26,2.198200134010751,6.408055057265488
2021-06-25,1.852905821790015,6.08026916008169
2021-06-24,2.459254102985111,7.064474563200126
2021-06-23,2.550382577047327,7.342772340415735
2021-06-22,2.262598360357576,6.792872810544993
2021-06-21,1.146069419770742,4.7734914886061475
2021-06-20,1.448379029653692,5.235574678481749
2021-06-19,1.254455606800023,4.895020953088045
2021-06-18,1.193165837260604,4.672442243245547
2021-06-17,1.38491128974422,5.165514478586636
2021-06-16,1.880619135538633,6.278823554971121
2021-06-15,1.8883180713693482,6.249181417675509
2021-06-14,1.687683975690539,5.914610462697196
2021-06-13,1.630261995605499,5.811935740857917
2021-06-12,1.625441334524266,5.781243757449952
2021-06-11,1.938484249031263,6.258608421892655
2021-06-10,1.904408312349157,6.160762141052372
2021-06-09,1.509861634862793,5.540291665422177
2021-06-08,2.891748823280044,7.500614771744353
2021-06-07,2.606842657000866,7.105886401445202
2021-06-06,2.826152839187643,7.435749349208192
2021-06-05,2.800040799249699,7.484220580758147
2021-06-04,3.790492965100701,8.299652107436094
2021-06-03,3.5908197539004023,8.120753679279455
2021-06-02,2.980516144728213,7.5231974003032445
2021-06-01,3.028778130346842,7.6794924385031855
2021-05-31,2.273960751341309,6.803234236353998
2021-05-30,2.679173240981027,7.371364129705151
2021-05-29,2.78179285970179,7.474095006928952
2021-05-28,4.270512244840203,9.448114751640707
2021-05-27,2.140430748429327,6.146663634800069
2021-05-26,1.7147260036580612,5.565286542672779
2021-05-25,1.9782220040055072,6.130280262238796
2021-05-24,3.234754066536777,8.135501679051862
2021-05-23,2.917626323476126,7.493689999943368
2021-05-22,2.563328418264909,7.150173817065338
2021-05-21,3.227976572542922,7.98370422371113
2021-05-20,3.1660242672270122,8.25201407566777
2021-05-19,6.291658449687716,11.640683311382762
2021-05-18,6.59981531093845,11.908853592997287
2021-05-17,6.162823139360467,11.521007790137254
2021-05-16,12.075699702219563,15.94744177739571
2021-05-15,11.561078785544963,15.462987540277137
2021-05-14,10.204947093485734,14.413717621679668
2021-05-13,7.737649166822796,12.625177496822351
2021-05-12,7.9766474130626985,12.787413606265556
2021-05-11,8.98254726739647,13.579314183952555
2021-05-10,7.952472323843704,12.67303679395764
2021-05-09,5.524621580638217,10.70319689572533
2021-05-08,5.868510436613774,11.104699662220357
2021-05-07,6.072519096362352,11.24477626037578
2021-05-06,7.175510827441606,11.973262974946678
2021-05-05,6.112361771664305,10.973357477095657
2021-05-04,6.619697378659267,11.370592109027788
2021-05-03,6.710448523428739,11.55786190093546
2021-05-02,7.825806096161392,12.457960297156257
2021-05-01,5.973811551732043,11.124137584894214
2021-04-30,5.372922192663955,10.663795439257518
2021-04-29,8.613069362414207,13.403431318344202
2021-04-28,7.349283843498959,12.503700885207811
2021-04-27,6.381059099885899,11.706014692876881
2021-04-26,6.242761728188761,11.561747686571762
2021-04-25,5.844754546475221,11.232514865518022
2021-04-24,6.292293298046691,11.637269837765187
2021-04-23,6.622737215330184,11.90726731189785
2021-04-22,6.646323709439247,11.969703940863853
2021-04-21,6.782559991059179,12.053045836971991
2021-04-20,6.520922858101877,11.873493517566931
2021-04-19,5.815938329563473,11.219766082911562
2021-04-18,6.164506719477595,11.492429864320897
2021-04-17,7.325531782489597,12.509805362210786
2021-04-16,10.403177748928508,14.982970615169554
2021-04-15,9.500717667556154,14.31034621346398
2021-04-14,10.283107595957079,14.841999029128619
2021-04-13,9.216621717343616,14.061045947459732
2021-04-12,11.339958693758625,15.571464867210558
2021-04-11,8.478967553318443,13.302272651587199
2021-04-10,6.216549048318167,11.286514513810044
2021-04-09,5.781080825527101,10.913544745542172
2021-04-08,5.867337207854661,11.00217030611021
2021-04-07,5.5153986458098885,10.625767221876794
2021-04-06,4.629977973561035,9.806232878714376
2021-04-05,6.468336044079733,11.707566403516465
2021-04-04,9.734133436033394,14.353681024135506
2021-04-03,11.908500858352367,15.930294537459332
2021-04-02,15.423041505253277,18.79801673549747
2021-04-01,14.665675674011506,17.863595323131463
2021-03-31,10.622492881121273,15.04570384932574
2021-03-30,10.579121899208175,14.939316488092407
2021-03-29,10.260184740744986,14.668033926684606
2021-03-28,9.73119255297747,14.178568442021325
2021-03-27,9.489703358702405,13.981165646983255
2021-03-26,10.017843326015017,14.578435933527546
2021-03-25,11.752117403798755,15.813432867931486
2021-03-24,11.602655501245351,15.640106004198563
2021-03-23,10.936396267113215,15.204272006041192
2021-03-22,15.073326348635353,18.59430490275759
2021-03-21,10.783088818711677,15.121216274789031
2021-03-20,9.216954781592388,14.014901579269107
2021-03-19,8.356382394327873,13.26486168527748
2021-03-18,9.593451675653958,14.189421934634682
2021-03-17,9.519681642635339,14.097807910177604
2021-03-16,9.769909643871147,14.396000643965655
2021-03-15,8.704223723554602,13.586460486736671
2021-03-14,9.372909325378272,14.139900357296305
2021-03-13,9.162351355484406,13.925846881489964
2021-03-12,10.44436477451952,14.832765246191936
2021-03-11,11.01167688240473,15.249734101594495
2021-03-10,9.286693471237,14.006515846376056
2021-03-09,8.939156172136997,13.674527945113393
2021-03-08,7.306454950779291,12.400020083209071
2021-03-07,6.905490137258884,11.970228933127736
2021-03-06,8.882129651930146,13.634667101208459
2021-03-05,7.600662828844901,12.559479324074749
2021-03-04,8.1891408290618,12.976806628386827
2021-03-03,5.422095117313283,10.551884735519604
2021-03-02,6.583859102637403,11.394315202113171
2021-03-01,6.960811122704096,12.06616119670844
2021-02-28,23.135882874059178,26.968830668648657
