,risk1_roi,risk2_roi,risk3_roi,risk4_roi,risk5_roi
2019-02-05,1.745620833026834,-6.363672542540513,-9.050563757999043,-8.477619066725026,-4.778857490342574
2019-02-06,1.7713204770160758,-6.26394679573481,-8.906726501536795,-8.049353768794347,-4.5318361650459735
2019-02-07,1.7974288085153063,-6.331700570495258,-9.043181419144076,-7.953243583327605,-4.499303588315016
2019-02-08,1.8239626273801264,-6.3728894189766265,-9.124844531436992,-7.832659010508991,-4.3441882282940725
2019-02-09,1.850888148675054,-6.043311386485101,-8.579908829180113,-6.914558007034557,-3.5456959852779164
2019-02-10,1.8782151497257757,-5.748142825166795,-8.099670055283156,-6.081172857773566,-2.756176673565193
2019-02-11,1.9059945322194665,-5.362824868333732,-7.405811570211597,-4.9067175199103445,-1.6955845016802584
2019-02-12,1.9341346241641588,-5.0701778422397865,-6.883927929439125,-3.922275459915838,-0.8558330903020419
2019-02-13,1.9625330972824884,-4.771562670868946,-6.324996874934527,-3.0249451250594177,-0.15243162441417724
2019-02-14,1.9911168168522977,-4.415555135667859,-5.672994920427328,-2.132123155847097,0.6678065783644627
2019-02-15,2.0198214698471304,-4.078909478324036,-5.063046053406268,-1.284120635157322,1.4028542567079967
2019-02-16,2.048599316572165,-4.119916841827987,-5.0692678864591585,-1.1924464127129255,1.4655574797814808
2019-02-17,2.0773337522142867,-4.1333718595354725,-5.0277810108311485,-1.1243535014466346,1.4736019607559427
2019-02-18,2.1059318030456637,-4.075815665663825,-4.822428387504289,-0.93267103244807,1.7140945854670235
2019-02-19,2.1344517556572526,-3.6282429330642287,-3.973624400771996,0.02240036946604107,2.6143367895254954
2019-02-20,2.1628459955725674,-3.174404781823668,-3.177724308324329,1.0917183382601507,3.5824427182445646
2019-02-21,2.191085253893192,-2.597095733098598,-2.170262411252608,2.601596467505999,4.829871693431585
2019-02-22,2.219158853288775,-2.0616870273094463,-1.2433114239113365,3.8764121628170187,5.887131303296371
2019-02-23,2.2470881626787786,-1.4923265672155708,-0.25886266347507103,5.200690698877693,6.979552080590011
2019-02-24,2.274924316787235,-0.7543074097869749,1.0187614422043936,6.873606621236078,8.328949681511773
2019-02-25,2.3026620673460343,-0.6502599510025107,1.1273471316035284,7.08771763081144,8.308448411964378
2019-02-26,2.3302098785338643,-0.7376870048092599,0.9215341033181801,6.861556918946135,8.074487627513363
2019-02-27,2.3575966726790796,-0.8739042671418105,0.6633225407301779,6.361170289003468,7.59961500801279
2019-02-28,2.3848091675297525,-1.1059461140209095,0.2106466048971356,5.575047585204743,6.90227906545428
2019-03-01,2.41181967455924,-1.2694492489699627,-0.10935575587933499,5.1781835886559975,6.5142824720543615
2019-03-02,2.438584510965441,-1.4932578081799903,-0.541829238993671,4.745951490063632,6.11036435625509
2019-03-03,2.465016129759931,-1.9342081272798453,-1.3849013168393043,3.8933926100869343,5.373463341651004
2019-03-04,2.4911290664504833,-1.8667436570805762,-1.3806083537537859,4.074882046403474,5.5854587624237695
2019-03-05,2.5170096033872795,-2.03927995875209,-1.7520696648289231,3.81393471589314,5.257935830628014
2019-03-06,2.5427064697524315,-1.971380448829052,-1.678603335278055,4.446192822216631,5.763293618633895
2019-03-07,2.568259179589461,-1.8886618069890204,-1.559276068310794,5.152819284047183,6.34231430420418
2019-03-08,2.5937064676550676,-1.8026860394188304,-1.4556887438175181,5.813066981219521,6.999661841680535
2019-03-09,2.619059386590834,-1.7425583096171238,-1.4215464951558516,6.142849142725268,7.377798877671012
2019-03-10,2.64444582143895,-1.5649439577930764,-1.169757115825604,6.84143060701895,8.070968434112416
2019-03-11,2.669920679718686,-1.3920178410770347,-0.9180682204976165,7.538624082199618,8.8279355952577
2019-03-12,2.695478543606157,-1.1764256555460975,-0.5966721518480114,8.408714934315242,9.629303178838981
2019-03-13,2.721090324235405,-1.1507559939311847,-0.6264308764663866,8.679030833456196,10.000651223827774
2019-03-14,2.7467742020618715,-1.1586250436648413,-0.7284156612414279,8.739959952861014,10.193379768546691
2019-03-15,2.7725154223542745,-1.1613559233648374,-0.8093104174326982,8.806568726024238,10.322774208869347
2019-03-16,2.7983725590533766,-1.0588226294176337,-0.6630465631889706,9.275203162945786,10.747777979550818
2019-03-17,2.824320459718109,-0.9482104624884045,-0.49282589546214695,9.750946081305514,11.128023315141945
2019-03-18,2.8503106575510344,-0.8524441239065084,-0.35308848821601657,10.143423374222081,11.387515554611412
2019-03-19,2.8763031116379523,-0.6691234053738384,-0.0878263828379886,10.602492155736059,11.831063488547173
