,risk1_roi,risk2_roi,risk3_roi,risk4_roi,risk5_roi
2019-03-20,2.9023323001090944,-0.47480542776303025,0.1878234906458971,11.03500145642316,12.13003826008125
2019-03-21,2.928372270087266,-0.2231427990236341,0.5557963821933072,11.618333212904403,12.556842477000146
2019-03-22,2.954441877455494,-0.07536531434365656,0.7473616549746964,11.892568953535374,12.676320516991169
2019-03-23,2.9804689034819773,0.008509438117499712,0.822768653861047,12.217330053902515,12.820111476673716
2019-03-24,3.0063941849199693,0.006235853929098312,0.7550162640859384,12.409749311942363,12.84406248261385
2019-03-25,3.0322535549987037,0.02341140072879,0.7289440756015892,12.860434153639162,13.079368550269706
2019-03-26,3.0580866613962456,-0.043390765306611456,0.5966652186072992,13.08828566726649,13.20208367769223
2019-03-27,3.0838463169378656,-0.1308653246649527,0.43301624194600663,13.256588337488722,13.263048980393663
2019-03-28,3.109556177887953,-0.12053277632182358,0.44884606406762373,13.784794848905108,13.664868459949489
2019-03-29,3.1351978030511134,-0.03962385996788953,0.5709469064056663,14.463945217741227,14.282668539828464
2019-03-30,3.1608345903721045,0.138883755107841,0.8600565595678944,15.2357182120531,14.97741127211107
2019-03-31,3.1865123761669025,0.2856737075836975,1.0856565696896041,15.829084800812282,15.542119428937653
2019-04-01,3.2121618231013684,0.4508269409031982,1.3365931962800062,16.31419339750427,16.042949434110795
2019-04-02,3.2377358051666647,0.7432067381791825,1.7501542720768697,17.164539756359517,17.117198751727585
2019-04-03,3.2632568845858145,1.9025697123070984,3.3922981548250846,19.6765111287517,19.689020031902487
2019-04-04,3.288615222486925,2.986593815288245,4.812810113974962,21.78009437947469,22.013610938782264
2019-04-05,3.313786153779887,3.9943072384317304,6.13830846589083,23.76435085832162,24.4406678788597
2019-04-06,3.338697315372144,5.038282436999964,7.538629067357505,25.835694482655214,26.873830047390754
2019-04-07,3.3632901683104137,6.095401470965143,8.969100282022552,27.850643285231143,29.153178934835296
2019-04-08,3.3875736736457327,7.31259641915068,10.708104703406775,30.17240826398438,31.600089333884654
2019-04-09,3.4115575268491085,8.580228044918783,12.5877159903023,32.35516728559318,33.44576660379752
2019-04-10,3.4351656589648485,8.940136026893498,13.122511078886248,32.68593709909126,33.57958145736427
2019-04-11,3.458486331468194,9.36511356831221,13.807285325424587,33.29836090053706,33.82678615884197
2019-04-12,3.4815788199056072,9.556249031278398,14.113162649692924,33.34972055864537,33.32909275727744
2019-04-13,3.5044624827410473,9.63380185723669,14.182094083457855,33.05178228046981,32.612166327314696
2019-04-14,3.5272095783544586,9.674367453021972,14.201113795332489,32.79793056713703,32.11672362434342
2019-04-15,3.5498703112599372,9.63695232603365,14.064726395316598,32.46953502841063,31.546083990166267
2019-04-16,3.5724783395365876,9.355373169801965,13.484660426721007,31.833884330537586,30.8323557107787
2019-04-17,3.5951834868237142,9.369026387226157,13.365551948367,31.771319967322086,30.729773609613517
2019-04-18,3.618029557156703,9.251592086909454,13.07727030267047,31.400008725901074,30.342236913148213
2019-04-19,3.641007768813253,9.519220765591498,13.475633426763935,32.14794601916117,31.10081437270381
2019-04-20,3.6641810919404776,9.760784675178144,13.85094955033371,33.01299486648648,31.853307624764795
2019-04-21,3.6875183003069765,10.037668609586788,14.270588968847122,33.8317832650564,32.48534981439272
2019-04-22,3.7109996985332003,10.214426532887956,14.48538065826699,34.20209236863002,32.691400563771964
2019-04-23,3.7346434112511417,10.592089528543326,15.028882191273738,35.00006653446127,33.33038922702036
2019-04-24,3.758331556820437,10.941269192086537,15.453329467898783,35.39772665819285,33.59823492709913
2019-04-25,3.7820557278699027,11.164908921968575,15.672648484367613,35.5148295561379,33.62364970725517
2019-04-26,3.8058291868025833,11.025863320590304,15.237492188635372,34.657289426829095,32.63596479484988
2019-04-27,3.8297687999206005,10.980631783383728,14.950526359603117,33.88216829894441,31.7425727124224
2019-04-28,3.8541940123361087,10.880506096016546,14.618820588198844,33.067926206283005,30.781403920527623
2019-04-29,3.8792904964927573,10.784669363656064,14.312017274218633,32.410322731795645,30.06118470379394
2019-04-30,3.905183365139692,10.556374682527093,13.811927785235653,31.26768082269436,28.92089494034653
2019-05-01,3.932028454117443,10.286903101335923,13.372557193024761,30.599176338754972,28.28218830962652
2019-05-02,3.9598229986142996,10.18683898110153,13.169006360808595,30.18948564040815,27.938851416741628
2019-05-03,3.9886093718364606,10.465128492654998,13.560519295392695,30.631014251993292,28.361455576869616
2019-05-04,4.018181303573527,10.922042610162805,14.170300023507124,31.231982691555345,29.107647250078855
2019-05-05,4.048061648099093,11.450221186451216,14.780160461437134,31.687946033945053,29.723165868305216
2019-05-06,4.077973892966384,11.931546232722482,15.361270801756149,32.1072187386705,30.312383256208165
2019-05-07,4.107627256841852,12.497809104292173,16.23254646890129,33.04379412556588,31.49822761805754
2019-05-08,4.1368606843507365,13.039015048217038,16.931584213662433,33.430219189827994,32.09918925888854
2019-05-09,4.1656697330382,13.629357800852091,17.70142041233605,33.8701827167408,32.83284906462109
2019-05-10,4.194014435299977,14.30613987583493,18.545810270554668,33.98941293689748,33.4141033429822
2019-05-11,4.22194457639614,14.891685960797332,19.241487679875817,34.00568827115498,33.828290404934705
2019-05-12,4.249777694180125,16.288539255512234,21.207181632770542,35.95723374608883,35.780265584936444
2019-05-13,4.277311612117131,17.409135086180726,22.74895181421323,37.246121878651195,37.062940661082024
2019-05-14,4.304814051508615,19.207842969455953,24.97540097277296,39.45493231585664,38.959166822554096
2019-05-15,4.332209398427096,21.123950134503133,27.70568835821058,42.927107548655584,42.26554756291773
2019-05-16,4.359334342214552,23.198000490404382,31.05401848269659,47.891645207231306,46.62730384494992
2019-05-17,4.386327588199251,24.89960840294438,34.21385122855153,52.70857058563456,50.9639441052166
2019-05-18,4.41295627849199,25.92780140128923,36.2902079934658,56.1003981287617,53.99506628185139
2019-05-19,4.439076204436617,26.142811184764156,37.033882953314276,57.808903858309975,55.83753268278099
2019-05-20,4.464967140928465,27.32742748293984,39.27624017146033,61.47121704848274,59.39396399800671
2019-05-21,4.490875656316987,27.69144222451348,40.380770959613415,63.66314557520005,62.006228331936285
2019-05-22,4.516670688602915,27.837416780314257,41.005583445275875,65.12459732795958,63.90755858081047
2019-05-23,4.5428207450894575,27.475152770168393,40.550143009709586,64.4474915849782,64.1958357221618
2019-05-24,4.568711341511886,27.410402762294723,40.227254642364954,64.17322067583828,64.73444856932437
2019-05-25,4.594728159629398,27.897751932665784,40.82011164468932,65.23536432693282,66.3780601258126
2019-05-26,4.620862748446285,28.494105460465818,41.66280241799129,66.51755559465985,67.6743612764783
2019-05-27,4.64719009764076,28.85757926990445,42.12661307389388,67.18867784462142,68.35391081998833
2019-05-28,4.673343754832175,29.539742060535048,43.13760521516792,68.79418591567395,69.70698959991262
2019-05-30,4.699627888687047,30.082625298124185,43.88787281699402,69.8530120380453,70.38713411437806
2019-05-31,4.725771680791382,30.582703626063193,44.568222267812615,70.80047510774199,70.8046766939965
2019-06-01,4.752163432157644,31.173521407908083,45.50344554169814,72.19557844261763,71.56349461361023
2019-06-02,4.778637905231847,31.641512949547575,46.21346758430127,73.1744554113256,71.847167035311
2019-06-03,4.805231682724823,32.20341201672343,47.06304200341489,74.4204439988969,72.67668587071225
2019-06-04,4.831877390033924,31.872179204527583,46.5170255212243,73.83449670018427,71.96442944601316
2019-06-05,4.858421902082455,31.02290457129152,45.16867366098566,71.83557508034102,69.82618861164451
2019-06-06,4.884797396067057,30.401673426637984,44.20833415570348,70.43749068784786,68.69151914857446
2019-06-07,4.91093599915412,30.072617860325863,43.7732554530221,69.99862848446512,68.47316966244824
2019-06-08,4.936935748624663,29.66189109718954,43.10041496533739,69.11246049010913,67.98161024259795
2019-06-09,4.962732977612461,29.18896708160858,42.326507549732355,68.08145539073698,67.41600808983264
2019-06-10,4.988246813152045,28.32402194058153,40.90018992940972,65.88444520548327,65.7537111326074
2019-06-11,5.013559335553026,28.209360635325908,40.71308957141588,65.64764962039408,66.09041476948622
2019-06-12,5.0388117441613645,28.400507595813338,40.97871571164893,66.24390656329282,67.08727916079118
2019-06-13,5.0640109113357,28.708561197696213,41.48396373018585,67.38538938179187,67.98413727168915
2019-06-14,5.089788855342732,29.033557997722653,41.90051968736108,68.14021908201161,69.79650496367583
2019-06-15,5.11558132232787,29.547269452790715,42.62615293034747,68.94418935350939,71.18550101227649
2019-06-16,5.141419993462662,30.26244623051639,43.70042519482121,70.1977783794369,73.02190104949923
2019-06-17,5.167150345165567,31.318859398074807,45.318344049410626,72.31138636403892,75.57349470787642
2019-06-18,5.192699550567397,32.31813284256501,46.73579514623799,74.04071978497362,77.8451431924839
2019-06-19,5.218163005049064,33.20561402723416,47.955011019227925,75.44819999061951,79.80323074250256
2019-06-20,5.243540689799573,34.005044284984194,48.94235111043011,76.22753578946345,81.27081362098653
2019-06-21,5.268220720388442,34.94368873280982,50.19025540788624,77.4822091413134,82.16049033723505
2019-06-22,5.292722172666856,36.000652036381354,51.73326351929029,79.43311936910186,83.6683978259303
2019-06-23,5.317055414762365,37.36322328339389,53.76292445466078,81.91247766800589,85.65072187100748
2019-06-24,5.341527650718831,38.677306766409686,55.69483468365155,84.2552441752701,87.5828667520295
2019-06-25,5.366507794435051,39.88510040182996,57.497239891469036,86.36863551469852,89.14994889916085
2019-06-26,5.391851920655185,41.71536575458373,60.18882873849961,89.23223315921717,91.92573402831542
2019-06-27,5.417574092693684,44.1321000501481,63.713405814975005,92.73480846772969,95.17743398349631
2019-06-28,5.443624085385494,45.15392416982567,65.14073733239036,93.66670799899049,96.65393490444501
2019-06-29,5.4700206030782965,46.469039720214596,66.81001361767707,94.6611227198623,99.17660739366886
2019-06-30,5.496817477079446,47.22037226373058,67.78470356911399,95.0661386293711,101.7026514650467
2019-07-01,5.5239392941111305,47.215891455393205,67.59818589361632,93.8536671494337,102.35889554090582
2019-07-02,5.550998404003579,46.96777055557479,67.12502262073235,92.46721524736512,102.83778901938251
2019-07-03,5.578172114401795,46.364666277694226,66.10856987608668,90.51812681484824,102.61356580540505
2019-07-04,5.605406266913633,45.71787300783123,64.97684653546744,88.58535527662417,102.23050239907627
2019-07-05,5.63292245463839,45.73302696405992,64.86140990631625,88.08869270785351,102.7089120288415
2019-07-06,5.660555871190738,44.9318959838117,63.686413834914674,86.40213271911105,102.16919675048229
2019-07-07,5.688067219901413,44.45740856975607,62.76232490664208,84.76717587758168,100.95881437498579
2019-07-08,5.715425029542189,44.8339970834607,63.3322257777657,85.23048242948562,101.594951160764
2019-07-09,5.7426086973966335,45.82124197840977,64.64776773446425,86.21128307146586,102.63022429897734
2019-07-10,5.769579842426637,46.849638827214164,66.00637930169239,87.27737586484656,103.25726165228048
2019-07-11,5.796310579931472,46.926028807080655,65.91584181140962,86.54049937435616,102.49499639111087
2019-07-12,5.822706973525044,46.97387095052272,65.76248975061418,85.38977691921576,101.24856347618234
2019-07-13,5.849036316160351,47.393086442481774,66.08049454472325,85.16719675767214,100.4409387717671
2019-07-14,5.87533695518691,47.420366905598314,65.86782149310653,84.27003153508736,99.41622562353297
2019-07-15,5.901469047495581,46.53612714898395,63.894003050278286,80.98147548652878,96.2286910127043
2019-07-16,5.927382816339929,45.514531465552096,61.69352892434941,77.38328041039046,92.74080675228262
2019-07-17,5.953036250307221,43.47202332249037,57.997992636171034,72.14837569166542,87.639525589767
2019-07-17,5.978484396990595,43.49667115322953,58.01984922486852,72.16537932183456,87.65985205767174
2019-07-18,6.003637973745768,41.79121441302479,55.054930812148115,68.37963758595467,83.97548971089981
2019-07-19,6.028451080420055,41.20462970067939,53.814162564753644,66.8988802269293,82.66001861783079
2019-07-20,6.0531981195299664,40.25970176744718,51.998569470112244,64.52899339693246,80.19898143466457
2019-07-21,6.077969834162545,39.72140883065188,50.80647317069307,63.19367454007147,78.62251246677877
2019-07-22,6.102876788065288,39.92732919865091,51.009372685309074,63.64465046413528,78.80296634922206
2019-07-23,6.1279352051019345,39.56380533660226,50.425432184217584,63.424763009254775,78.24802943785971
2019-07-24,6.153050892985803,39.883046057379545,50.96762588527682,64.4448429569679,79.22285188289479
2019-07-25,6.178254189424891,40.01916277148234,51.204358188979484,64.83937798147872,79.48431489512103
2019-07-26,6.203469807456031,39.572564821492136,50.61602431346881,64.30594048399178,78.68593688220875
2019-07-27,6.228719596451086,39.1868137674532,50.1721822692883,64.0734422224289,78.20843078563297
2019-07-28,6.2540936666007525,38.32669371844233,48.90669722296397,62.52990295165256,76.46977609033962
2019-07-29,6.27955883539336,37.642135854038855,47.942339002045514,61.3853046037579,75.1584524635013
2019-07-30,6.305002525968277,37.13307518803259,47.288221587038265,60.543662733584824,74.1435324723414
2019-07-31,6.3304653175202645,36.915226594101,46.99181815839779,60.251499459583954,73.56996502682006
2019-08-01,6.3558404785812,37.10552790688541,47.212674293671284,60.63152032545446,73.6182156976977
2019-08-02,6.381154199918953,37.40801177101349,47.489971586468954,60.820516831891695,73.58522595461275
2019-08-03,6.406198980456622,37.83489074998488,47.91664634241661,60.81533919738621,73.68303186766369
2019-08-04,6.430982011572354,38.73504944161064,49.10291718708311,61.71750714281774,74.66492012289538
2019-08-05,6.455494580601723,39.64840576202124,50.24213754087873,62.48165527105502,75.62292188114921
2019-08-06,6.479799083175337,41.12487293517262,52.15789631723692,63.9677450372873,77.30158820669661
2019-08-07,6.503933485973363,42.3415627556233,53.726718994533115,65.03771098724374,78.67399769298376
2019-08-08,6.528031250814081,43.474303356610676,55.06254575265967,65.68682482780801,79.54725747142487
2019-08-09,6.552082879588625,44.44270379563079,56.18546434106051,66.47033690160379,80.4170102489754
2019-08-10,6.576222211649679,45.15085463797851,56.83056968109315,66.55360781004538,80.39334847804525
2019-08-11,6.600460332184738,45.391823692668765,56.85803514986384,66.32495196824763,80.20025990056692
2019-08-12,6.624896965455974,45.709844041983644,57.11131455897652,66.60315754398403,80.38558584958878
2019-08-13,6.649448596119427,45.39442733857706,56.429259101909906,65.93256489540062,79.74387329591147
2019-08-14,6.674122766650754,45.006268843144824,55.728361851306516,65.36596932624383,79.20299433882681
2019-08-15,6.698937960638759,43.77602482836019,53.75869490367012,63.08687559715216,77.23392292815251
2019-08-16,6.724308438341723,42.68358601185821,52.04305987548949,61.003346840244575,75.55003394461102
2019-08-17,6.749754643828837,41.731778033003536,50.61835032123932,59.479968032004365,74.34052267027434
2019-08-18,6.775218099914028,41.027342614869355,49.525591770743745,58.07407186507146,73.20662664202783
2019-08-19,6.800728279601572,40.23097861169069,48.311717286773415,56.600562632472474,72.03280733771265
2019-08-20,6.826279301916188,39.93296061145,47.85636998879812,55.93422078963977,71.6063845411609
2019-08-21,6.851898393313434,39.794502097019574,47.488876416447056,55.22394288889163,71.02349142896239
2019-08-22,6.877453047953878,39.88773306945262,47.60548777961489,55.34696638273539,71.0220521910959
2019-08-23,6.9025916333217765,39.83305217788893,47.59973882535101,55.39330381459615,70.91366029542394
2019-08-24,6.927652656104797,39.94084363283909,47.86054988710981,55.79551315556046,71.14664562648866
2019-08-25,6.952626700611717,39.94476708733359,47.940013005418734,55.9304221551177,71.01791083127011
2019-08-26,6.977367025167155,39.79829712645568,47.64717129257525,55.42194657089206,70.25681056901789
2019-08-27,7.002171666495542,39.4185357627714,46.99840173266361,54.55873474062906,69.08929300353893
2019-08-28,7.0270539249687545,39.05657824240768,46.4561584517804,53.92636021432665,68.25313122120778
2019-08-29,7.051933935983897,38.786837526683115,45.932043530002375,53.08539683933418,67.21231378742297
2019-08-30,7.077051399017819,38.307868379905216,45.03867809225778,51.584338480913516,65.47582385137284
2019-08-31,7.102082417667248,37.71838563204392,43.97810774638401,49.955117039046314,63.66098778722272
2019-09-01,7.127104645366401,37.317044443921645,43.23312009618124,48.574655712587656,62.10646149349506
2019-09-02,7.152162256918132,37.035059032034354,42.661164017640516,47.3834355694176,60.73489518510928
2019-09-03,7.177001923033686,36.98898841816006,42.42031383703417,46.60564464088793,59.822489548600686
2019-09-04,7.201530019492054,37.23500283036239,42.5267058981878,46.1477313025662,59.19178047756543
2019-09-05,7.225849539787561,37.75700751622941,43.09593629839864,46.35962488869427,59.226838876102335
2019-09-06,7.249632132232705,38.45350931543226,43.91219792004418,47.04011865759372,59.82669042140296
2019-09-07,7.273324512654597,38.92681936416432,44.41342314776833,47.35176047543186,60.04440934106694
2019-09-08,7.296843512008493,39.480629892543305,45.08923033527094,48.02784392329724,60.59582408494646
2019-09-09,7.320233590789414,39.9569776183925,45.77475615464982,48.78287579463171,61.28452129169773
2019-09-10,7.343527013924074,39.999344533328326,45.8739415035233,48.89034251085812,61.28220792078989
2019-09-11,7.3667841182698055,39.7446736378144,45.6280690626119,48.66107302978668,60.96831515014162
2019-09-12,7.390040175423678,39.54409271554795,45.4739922212716,48.461317570988655,60.68751189931962
2019-09-13,7.4132667088131825,39.50974340584622,45.55554238783856,48.42214725538253,60.5100788480716
2019-09-14,7.436459416320233,39.604677761389894,45.859619088453,48.66234769466732,60.47406988686117
2019-09-15,7.4596447602827425,39.623524060754534,46.05926956489634,48.77395191438836,60.30992576680865
2019-09-16,7.482785330238556,39.63414326732524,46.20213250047274,48.72786662588439,59.99815936271193
2019-09-17,7.505844628989678,39.72094674004376,46.57767305897511,48.934702850430455,59.91901308135675
2019-09-18,7.528880720522949,39.955690345997255,47.32050068634254,49.780897529979995,60.41732627630887
2019-09-19,7.551882550477444,40.16127366638898,48.07752500291156,51.21599258542358,61.681343979770645
2019-09-20,7.574918132482139,40.31796212483775,48.91586744065893,52.63706333058991,63.02569476564997
2019-09-21,7.597981309554555,40.43031309989493,49.62707212961524,53.83492818817581,64.2861028136754
2019-09-22,7.621117240070788,40.38511399283212,50.00415139092422,54.60010837564349,65.23446569512737
2019-09-23,7.644350421378277,40.36486119224543,50.32767602953899,55.1475832994019,65.93004849605435
2019-09-24,7.667748650116607,40.06835597687922,50.05799619392667,54.8801854881508,65.94652679716157
2019-09-25,7.691344512909552,38.99883875611923,48.28452896258992,52.309701509323645,63.92029836282558
2019-09-26,7.715169293053236,37.787379691141155,46.363611300173915,49.266964950980764,61.27445009678638
2019-09-27,7.73918005175247,36.20389229994382,43.796927082404835,45.61369469507588,57.93148704275575
2019-09-28,7.763233175022336,34.74424126685969,41.53730425366351,42.39245872736302,55.00749386034306
2019-09-29,7.787332448036011,33.411024853055636,39.45177629354308,39.344190626891475,52.25011428506792
2019-09-30,7.811455060940844,31.91425806559502,37.179247650017146,36.234029013945275,49.50829150143602
2019-10-01,7.835600770257116,30.86588290277237,35.72198902270412,34.28108310802327,47.87066125371828
2019-10-02,7.85970664476676,30.728386378755886,35.7807462537163,34.40515180179577,48.271091828713054
2019-10-03,7.883771313704784,30.742979928255977,35.9669065018073,34.61094770089295,48.78198427925449
2019-10-04,7.907804858070449,30.877275331192266,36.28227621433766,35.05257345168019,49.57363489121846
2019-10-05,7.931958906450205,30.891922553054627,36.326180940158736,35.1375409532549,50.01420287244957
2019-10-06,7.956206041901609,30.86840786500315,36.334306759568705,35.23484818050429,50.395998560955036
2019-10-07,7.980564285683485,30.775931873438736,36.24639087127997,35.28355245736731,50.843801473042134
2019-10-08,8.005019137218682,30.7393477696273,36.21047666976875,35.48284899745647,51.48509222595922
2019-10-09,8.029525869395911,30.63513535686795,36.10025359165425,35.59486164404069,51.9536016230455
2019-10-10,8.054047440323032,30.880504464374837,36.56479999877615,36.4676255701811,53.269868611249734
2019-10-11,8.078508981854014,31.243937082436588,37.175056803482505,37.359761228693316,54.459652681580366
2019-10-12,8.102868172937377,31.37435919128899,37.38435428830408,37.736539161558284,55.299549448395254
2019-10-13,8.127156734342961,31.53111396124686,37.604323437750764,38.18788936351302,56.094318928461405
2019-10-14,8.151350552522956,31.88348443741151,38.146705142456966,39.18405834134913,57.22223174987869
2019-10-15,8.175459539748744,32.05235570404281,38.42510419603846,39.770449695144464,57.91059139491361
2019-10-16,8.199535542904144,32.071236924767106,38.439861588641435,40.01529146938657,58.13851787993488
2019-10-17,8.223636354086238,31.615250871281887,37.659443001304,39.180619402748476,57.34336174192214
2019-10-18,8.247857855977287,31.23650048455636,37.03593408103208,38.74667269933829,57.09912495919389
2019-10-19,8.272236619143428,30.997658332415483,36.65537447658693,38.5892230552719,56.94147715803831
2019-10-20,8.296744105811086,30.729243295069352,36.23666709076821,38.336812775031035,56.824891379783736
2019-10-21,8.321360024732684,30.66221121782388,36.06127572021052,38.159340980333326,56.81494116098932
2019-10-22,8.346056066444532,30.529654318210902,35.713914317741995,37.69142898644131,56.635649863682545
2019-10-23,8.370799689862821,30.409838806592745,35.42805298623219,37.36988397964245,56.57175520463335
2019-10-24,8.395519835297648,29.981456609398094,34.75075529615563,36.559640409870184,56.027039079799295
2019-10-25,8.420133136143136,29.458588722431216,33.91819264389912,35.543207937358005,55.304321706895195
2019-10-26,8.444647925622164,30.017397403510728,34.63909056899982,36.29177064805759,56.25445008404668
2019-10-27,8.469027766686267,30.966216822757048,35.74904882671214,37.261325378114236,57.26369164097849
2019-10-28,8.493281573936414,31.92386014566813,36.88107570576358,38.31477383576177,58.24461711578175
2019-10-29,8.517382029408964,32.677791163293676,37.788123113094684,39.31564074506187,59.06894680221893
2019-10-30,8.541320400565937,33.71872638321733,39.193062819695456,40.931644336171416,60.51275324146337
2019-10-31,8.565066445011041,34.98438446612295,40.87494132815888,42.91408492990763,62.208322941741585
2019-11-01,8.58866312402796,36.241466642372785,42.55832580108046,44.779004176396825,63.79311492555084
2019-11-02,8.612135589820582,36.642722549780956,43.00110253548695,45.28525446055775,64.10819424070263
2019-11-03,8.63551116058531,36.74025354294673,43.16125272482304,45.656775436783334,64.38442071563315
2019-11-04,8.658787085818588,36.56568155906979,42.94443187876587,45.55536767463633,64.30434956103693
2019-11-05,8.682055953318496,36.69834827040631,43.14505287791923,45.8512976692985,64.52545321976433
2019-11-06,8.705291828209468,36.64642694049829,43.063729115411036,45.821676124747086,64.47171424946066
2019-11-07,8.728551653264233,36.82111945255792,43.38039936033721,46.35171528036781,64.95869515286253
2019-11-08,8.751843754180442,36.9103232697542,43.537931559583456,46.63241179878122,65.24208678154156
2019-11-09,8.775156481189327,36.66020996026765,43.28160547951728,46.38014967235236,65.08891769740575
2019-11-10,8.798501710283062,36.37962994614597,43.01229170935619,46.11317655474309,65.04037345611735
2019-11-11,8.821909986765064,36.339497307449705,43.08651543370132,46.31831239518968,65.42006249527552
2019-11-12,8.84534088249302,35.94200548618096,42.64959710369075,45.893170743340534,65.25161861735677
2019-11-13,8.868881568735986,35.6342119885351,42.284069179558315,45.54672230428773,65.2232435217885
