,low_risk,med_risk,high_risk
2021-05-06,2.440371018269161,8.695868892452182,45.747261905342555
2021-05-07,2.4637337159897044,9.063210100013208,48.2315538183945
2021-05-08,2.4872356119843175,9.402356480330923,50.782018641069214
2021-05-09,2.51076589587295,9.843634067069132,52.8230161783782
2021-05-10,2.5342696468902233,10.276620062976832,54.87835073871068
2021-05-11,2.5578889625594172,10.513204371125283,55.446454348569034
2021-05-12,2.5806683440292773,10.912176393588055,56.133070413258025
2021-05-13,2.603605938784554,11.060461716583262,54.8359070125442
2021-05-14,2.6266075174345644,11.162132554557815,54.19419798775817
2021-05-15,2.6498386506882667,11.385312093527816,53.6529499733964
2021-05-16,2.673455183731946,11.284204678870253,52.17473113745649
2021-05-17,2.697459104404203,11.153987251265704,50.74290562478183
2021-05-18,2.722270465832082,10.888147655547911,49.54717579210518
2021-05-19,2.747882831500135,10.575861101836821,48.14334039273564
2021-05-20,2.773932869151338,10.018954453743191,45.720083385683324
2021-05-21,2.799855973511839,9.618173978415257,43.64146531220513
2021-05-22,2.8254226851238258,8.895575988009796,39.97900466879696
2021-05-23,2.850340219326995,8.276978326516513,36.91308585455775
2021-05-24,2.874939838236884,7.549985946012654,33.18065505838979
2021-05-25,2.8983696039463354,7.223501830829704,31.18856105855886
2021-05-26,2.9204941887013547,6.855999343728939,28.758107384260967
2021-05-27,2.941693460104858,7.097155628965652,29.702650537964047
2021-05-28,2.9634146656387372,7.096446381954138,29.377542633826863
2021-05-29,2.984945400286719,7.122821674209376,29.290235369709762
2021-05-30,3.0064550316556335,7.130529868635691,29.083960001008336
2021-05-31,3.0275264894640372,7.3075712521388425,29.750630570329292
2021-06-01,3.04850213487957,7.363336141334656,29.92658448608077
2021-06-02,3.069419114712119,7.348105408631909,30.200922364578076
2021-06-03,3.090310990776686,7.27707934342294,30.238534980545012
2021-06-04,3.1103072110080063,7.364425583810856,30.76606291265159
2021-06-05,3.1302489271740797,7.532545045380488,31.45001550481487
2021-06-06,3.1500778521070742,7.7333216839921874,32.22417917832132
2021-06-07,3.169835755275784,7.921017120498021,32.879863974764675
2021-06-08,3.1895776516131775,7.862155738489918,32.17689967740131
2021-06-09,3.209420627701988,7.8180060268569775,31.305220469790044
2021-06-10,3.229248722850599,7.790465693997703,30.484600594152795
2021-06-11,3.2489454795806267,7.6101812905995985,29.140053290342678
2021-06-12,3.2684396317935835,7.455164240734035,28.084554206090786
2021-06-13,3.2879272555022823,7.346336677343146,27.226403255170865
2021-06-14,3.3073681051477877,7.2774052806871765,26.709320258227336
2021-06-15,3.327686582315806,7.33560144214934,27.091394300194196
2021-06-16,3.34788810194442,7.40600397652841,27.480497106963924
2021-06-17,3.368056130562721,7.292398708268166,26.943093400403768
2021-06-18,3.388312574516249,7.262395947478524,26.847778091460526
2021-06-19,3.4086788212623844,7.210639147953231,26.567191875092618
2021-06-20,3.428981275684663,7.119035337414488,26.183368107121098
2021-06-21,3.4492450313312446,6.977138737274771,25.466625215454343
2021-06-22,3.4685528690422984,6.564256829642915,23.06811777260114
2021-06-23,3.487936764814606,6.139761488705574,20.70563899601879
2021-06-24,3.5072918081051796,5.894257004649191,19.33385566613468
2021-06-25,3.526735715145051,5.6498251220559865,18.197527854839734
2021-06-26,3.5461835327574676,5.392142129759009,16.99795102212606
2021-06-27,3.5656206984248655,5.1552909111494785,15.894140287634613
