Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-05-26,34.54119115322319,34.683433532714844,34.375241710482925,34.683433532714844,74800,0.0,0.0
2000-05-30,35.181282320066586,35.96361541748047,35.181282320066586,35.96361541748047,57600,0.0,0.0
2000-05-31,36.082152052505066,36.55629334097425,36.082152052505066,36.0940055847168,36000,0.0,0.0
2000-06-01,36.834855413467515,36.911903381347656,36.834855413467515,36.911903381347656,7000,0.0,0.0
2000-06-02,38.58323305081098,38.832157135009766,38.58323305081098,38.832157135009766,29400,0.0,0.0
2000-06-05,38.737340272641646,39.11665327408734,38.64251202228022,38.68992614746094,48400,0.0,0.0
2000-06-06,39.30039211326433,39.75675317384665,38.950712859051905,39.06924819946289,151800,0.0,0.0
2000-06-07,38.832168690074575,39.11665344238281,38.47656274968927,39.11665344238281,131000,0.0,0.0
2000-06-08,39.543363782064596,39.543363782064596,39.02180862426758,39.02180862426758,91400,0.0,0.0
2000-06-09,39.40114725596869,39.7093391418457,39.377440187824305,39.7093391418457,41600,0.0,0.0
2000-06-12,39.827865086561204,39.827865086561204,38.50026958367583,38.529903411865234,85200,0.0,0.0
2000-06-13,38.43505907174594,39.02180862426758,38.073526519182096,39.02180862426758,168200,0.0,0.0
2000-06-14,39.34185883122632,39.34185883122632,38.832157135009766,38.832157135009766,43200,0.0,0.0
2000-06-15,38.59509670908859,38.879581451416016,38.22171048478383,38.879581451416016,26800,0.0,0.0
2000-06-16,39.04551923647751,39.0692262912659,38.66620635986328,38.66620635986328,30200,0.0,0.0
2000-06-19,38.87958426224558,39.63821029663086,38.701781285436525,39.63821029663086,59200,0.0,0.0
2000-06-20,39.69748437284219,39.95826211431801,39.543388434697384,39.89899444580078,47000,0.0,0.0
2000-06-21,39.56596785082329,40.18270356072821,39.56596785082329,40.111541748046875,66800,0.03,0.0
2000-06-22,40.230116830221036,40.230116830221036,38.901763916015625,38.901763916015625,139600,0.0,0.0
2000-06-23,39.28129451182666,39.28129451182666,38.332470972893645,38.640838623046875,235800,0.0,0.0
2000-06-26,38.79504439641375,39.115272521972656,38.61713988221436,39.115272521972656,93600,0.0,0.0
2000-06-27,39.17455675333132,39.518505329125034,38.49851989746094,38.49851989746094,112800,0.0,0.0
2000-06-28,38.6645691211407,39.613392903254585,38.6645691211407,39.4710693359375,170600,0.0,0.0
