Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2007-07-26,31.85711208972947,31.981963731749175,31.213136108712657,31.475984573364258,101000,0.0,0
2007-07-27,31.397121453042327,31.567973668568456,30.983138598584453,30.996278762817383,579000,0.0,0
2007-07-30,31.456268691554467,31.633691025704543,31.318274378340632,31.515409469604492,298400,0.0,0
2007-07-31,31.87682484723028,31.981963731749175,31.475984573364258,31.475984573364258,210400,0.0,0
2007-08-01,31.33141041881824,32.19880664210985,31.042279179957088,31.607398986816406,353900,0.0,0
2007-08-02,31.48912412231366,31.633691025704543,31.318274378340632,31.515409469604492,251800,0.0,0
2007-08-03,31.423406794924528,31.423406794924528,30.976566009759818,30.996278762817383,309600,0.0,0
2007-08-06,31.07513412756598,31.47597680926591,31.048848786242814,31.469404220581055,232100,0.0,0
2007-08-07,31.147424634367606,31.699404393931623,31.147424634367606,31.515409469604492,181800,0.0,0
2007-08-08,31.80452355038028,32.13308266760856,31.791380884886294,31.988515853881836,135700,0.0,0
2007-08-09,31.186841778366873,31.443117578898963,31.01599208024815,31.02913475036621,195800,0.0,0
2007-08-10,31.048844684670932,31.048844684670932,30.352298271869863,30.61514663696289,291300,0.0,0
2007-08-13,30.904281946053946,30.956852628751967,30.6677188873291,30.6677188873291,133700,0.0,0
2007-08-14,30.825444118622876,30.825444118622876,30.260321525516833,30.27346420288086,64200,0.0,0
2007-08-15,29.892335284259783,30.22089468392243,29.550633207805515,29.55720329284668,345800,0.0,0
2007-08-16,29.392919362114412,29.43234738681389,28.70951530757701,29.419204711914062,552000,0.0,0
2007-08-17,30.030312593141673,30.030312593141673,29.491475683934844,29.83317756652832,403200,0.0,0
2007-08-20,29.984323468908485,29.984323468908485,29.570338034546424,29.87261199951172,672200,0.0,0
2007-08-21,29.787183847900423,29.98431890343952,29.787183847900423,29.866037368774414,41200,0.0,0
2007-08-22,30.34572819076104,30.61514663696289,30.34572819076104,30.61514663696289,96800,0.0,0
2007-08-23,30.851705603317583,30.891131098196666,30.556001858187184,30.746566772460938,329600,0.0,0
2007-08-24,30.75972176511756,31.239418029785156,30.746579092655764,31.239418029785156,112700,0.0,0
2007-08-27,31.0817056546413,31.0817056546413,30.93056869506836,30.93056869506836,111200,0.0,0
2007-08-28,30.726858691632984,30.726858691632984,30.161738910540993,30.17487907409668,256100,0.0,0
2007-08-29,30.58886629159685,30.983138903586603,30.470584758670746,30.976566314697266,177400,0.0,0
2007-08-30,30.510019644489137,30.970003208737776,30.510019644489137,30.75315284729004,173300,0.0,0
2007-08-31,31.38397461179018,31.528541466224024,31.232837676112904,31.449687957763672,684900,0.0,0
2007-09-04,31.291979790732533,31.65996702401388,31.193413527560924,31.600826263427734,136700,0.0,0
2007-09-05,31.11457024340919,31.153998268839533,30.970005830249214,31.055429458618164,90600,0.0,0
2007-09-06,31.140849239675894,31.31827155784749,31.00942502176636,31.239418029785156,278000,0.0,0
2007-09-07,30.891135334640552,30.93056334163429,30.71371556993823,30.80571174621582,197200,0.0,0
2007-09-10,30.884558547842996,30.910843880131754,30.464003258051914,30.680850982666016,176800,0.0,0
2007-09-11,30.989710241165138,31.239415988203444,30.989710241165138,31.23284339904785,685900,0.0,0
2007-09-12,31.0817212074657,31.32485448089907,31.048865766197864,31.206575393676758,56200,0.0,0
2007-09-13,31.36425487096595,31.482536360648115,31.31168671261125,31.377397537231445,137700,0.0,0
2007-09-14,31.068563764074177,31.298556757062297,31.035708338421102,31.23284339904785,164700,0.0,0
2007-09-17,30.96998471816645,31.00941021001166,30.68742366197521,30.79256248474121,99400,0.0,0
2007-09-18,30.963417882380732,31.857099295223748,30.923992383213246,31.77167320251465,147200,0.0,0
2007-09-19,32.08709876983975,32.284233825942,32.047670755936,32.1068115234375,115100,0.0,0
2007-09-20,32.12652566212687,32.26451995667707,32.02795938318032,32.041099548339844,378600,0.0,0
2007-09-21,32.28424176510939,32.37623798013311,32.19224555008567,32.27109909057617,212800,0.0,0
2007-09-24,32.42222402050336,32.42222402050336,32.20537373147736,32.23823165893555,165400,0.0,0
2007-09-25,32.15936825807106,32.395931243896484,32.12651284486361,32.395931243896484,56100,0.0,0
2007-09-26,32.55366829814756,32.58652373917197,32.42224402734043,32.51424026489258,94000,0.0,0
2007-09-27,32.895350237109405,32.90849290680556,32.74421329566546,32.901920318603516,191900,0.0,0
2007-09-28,32.94792175292969,33.0596332033302,32.783642125117545,32.94792175292969,258000,0.0,0
2007-10-01,32.947921089967785,33.45390263425305,32.947921089967785,33.42104721069336,640000,0.0,0
2007-10-02,33.36190843642553,33.368478518846274,33.171343459016256,33.31591033935547,375000,0.0,0
2007-10-03,33.26333259766107,33.28304785415806,33.11219566695881,33.13190841674805,581100,0.0,0
2007-10-04,33.26990391824651,33.32904467206949,33.13190715485445,33.27647399902344,815600,0.0,0
2007-10-05,33.42104269452321,33.67731847304976,33.41447010667454,33.59846496582031,405800,0.0,0
2007-10-08,33.37504275763096,33.38161283840788,33.21733324520046,33.27647399902344,245200,0.0,0
2007-10-09,33.35534352893875,33.69047546386719,33.35534352893875,33.69047546386719,183200,0.0,0
2007-10-10,33.53932407339339,33.63789033035554,33.46046805977432,33.59189224243164,202700,0.0,0
2007-10-11,33.9598951415292,34.11760222821024,33.69704665478222,33.756187438964844,154000,0.0,0
2007-10-12,33.71018089002917,33.92703121331061,33.657612709866235,33.8547477722168,180400,0.0,0
2007-10-15,33.848175276903746,33.85474786613504,33.4736179053861,33.565616607666016,299500,0.0,0
2007-10-16,33.230480573215395,33.26333599512251,33.05963087527359,33.105628967285156,476200,0.0,0
2007-10-17,33.53933813335867,33.559050891673294,33.230491550649106,33.44734191894531,266400,0.0,0
2007-10-18,33.414468838516505,33.59189110308001,33.37504333975197,33.526180267333984,165100,0.0,0
2007-10-19,33.34219863278447,33.348768715786576,32.80335907839698,32.82307434082031,365600,0.0,0
2007-10-22,32.56021257303177,32.72449215463809,32.45507374107202,32.71134948730469,493200,0.0,0
2007-10-23,33.164763341003926,33.25675950730619,32.96762583411904,33.250186920166016,408300,0.0,0
2007-10-24,33.105635980962,33.15820416580875,32.67850788555519,33.14506149291992,197500,0.0,0
2007-10-25,33.17133619295466,33.29618778526679,33.03334193197162,33.26333236694336,513000,0.0,0
2007-10-26,33.68388852129386,33.92045154945895,33.63789043322929,33.887596130371094,79500,0.0,0
2007-10-29,33.973036456402234,34.2030269930663,33.973036456402234,34.19645690917969,135500,0.0,0
2007-10-30,33.95331309379432,34.04531179322801,33.933600340126944,33.94674301147461,126000,0.0,0
2007-10-31,34.12416188366615,34.56443004936017,34.0387357818494,34.40672302246094,247300,0.0,0
2007-11-01,33.87445768273841,33.87445768273841,33.5458984375,33.5458984375,514500,0.0,0
2007-11-02,33.585319730988004,33.78245473735485,33.42104014123104,33.74302673339844,390400,0.0,0
2007-11-05,33.20419068078259,33.42104094771425,33.16476518258241,33.35532760620117,268000,0.0,0
2007-11-06,33.70360527788934,33.82845687866211,33.54589574985876,33.82845687866211,191100,0.0,0
2007-11-07,33.62474033461648,33.72988166319836,33.13847422346148,33.17790222167969,634900,0.0,0
2007-11-08,33.3553322563985,33.44733094734271,32.98734751945373,33.40133285522461,358900,0.0,0
2007-11-09,33.283045180320656,33.283045180320656,32.55364341622321,32.619354248046875,221900,0.0,0
2007-11-12,32.34994069593916,32.540505646300964,32.06080948300632,32.10023498535156,254500,0.0,0
2007-11-13,32.64565833782668,33.05964383492446,32.63251566257019,33.04650115966797,346200,0.0,0
2007-11-14,33.526185113331366,33.526185113331366,32.85592396366758,32.92820739746094,118900,0.0,0
2007-11-15,32.527365761619414,32.64564729219832,32.12652307540292,32.330230712890625,363100,0.0,0
2007-11-16,32.54707812756318,32.54707812756318,32.19880612872561,32.455081939697266,518900,0.0,0
2007-11-19,32.52736193529608,32.52736193529608,31.48911362383858,31.6402530670166,341900,0.0,0
2007-11-20,32.13309876513127,32.39594468656593,31.949103862747776,32.29080581665039,321100,0.0,0
2007-11-21,32.277659986897255,32.277659986897255,31.416836357023204,31.633684158325195,212800,0.0,0
2007-11-23,31.758528094042703,33.499890054961014,31.732242760886635,32.31707763671875,137500,0.0,0
2007-11-26,32.6062213371313,32.6062213371313,31.824251174926758,31.824251174926758,352100,0.0,0
2007-11-27,32.18566440147978,32.369656782604686,32.00167202035486,32.36308670043945,254800,0.0,0
2007-11-28,32.46165856078183,33.25019884427577,32.46165856078183,33.204200744628906,280400,0.0,0
2007-11-29,32.96106775971001,33.13191748697349,32.81650087045814,32.99392318725586,177000,0.0,0
2007-11-30,33.13191444404918,33.63132592102919,33.0004927459359,33.11220169067383,346200,0.0,0
2007-12-03,33.15162242776514,33.15162242776514,32.974200166204334,32.987342834472656,245800,0.0,0
2007-12-04,32.98735538788107,33.1713478002409,32.73764960917228,32.757362365722656,319400,0.0,0
2007-12-05,33.092494554323395,33.3159149884302,33.079351880939626,33.21734619140625,214700,0.0,0
2007-12-06,32.88220455153369,33.526180267333984,32.88220455153369,33.526180267333984,375500,0.0,0
2007-12-07,33.42105310739918,33.44733845356789,33.32905690251727,33.39476776123047,533500,0.0,0
2007-12-10,33.53934018690328,33.74304538651707,33.532767595923424,33.71676254272461,230500,0.0,0
2007-12-11,33.72331957662591,33.76931766884846,32.80992530719538,32.89535140991211,212500,0.0,0
2007-12-12,33.86131139898864,33.86131139898864,33.18448022816467,33.41447067260742,511500,0.0,0
2007-12-13,32.842785015686275,32.98735189965824,32.5207983281048,32.84935760498047,512600,0.0,0
2007-12-14,32.83621481780261,32.83621481780261,31.93596059749435,31.96224594116211,399900,0.0,0
2007-12-17,32.08711196282294,32.08711196282294,31.259140877372136,31.27228355407715,349100,0.0,0
2007-12-18,31.75853475146384,31.77824750210953,31.213125254326364,31.613967895507812,462100,0.0,0
2007-12-19,31.837388263971274,31.837388263971274,31.213125257480097,31.397117614746094,387800,0.0,0
2007-12-20,31.54168631108499,31.574541732984102,31.337978684577685,31.50225830078125,284100,0.0,0
2007-12-21,31.870244437317275,32.02138137817383,31.837389016558532,32.02138137817383,743100,0.0,0
2007-12-24,33.12625833602933,33.12625833602933,32.06503727390182,32.206085205078125,307400,1.055,0
2007-12-26,32.414307993169054,32.91133748250872,32.159079057461604,32.38744354248047,219900,0.0,0
2007-12-27,33.851654166847226,33.851654166847226,32.08518821603646,32.09190368652344,387000,0.0,0
2007-12-28,32.4613228814163,32.481471857702466,32.32027236087591,32.43445587158203,388500,0.0,0
2007-12-31,32.49489757410567,32.50833107580301,32.071751238264156,32.18593215942383,528900,0.0,0
2008-01-02,32.42102733548053,32.501625815156714,31.695633331856456,32.112064361572266,688200,0.0,0
2008-01-03,32.17250859133848,32.25310705781094,32.085192091388876,32.16579055786133,225300,0.0,0
2008-01-04,31.930705014570226,31.937420484687376,31.373226194238438,31.460542678833008,411100,0.0,0
2008-01-07,31.568013731933664,31.588162708035473,31.312782265201513,31.5008487701416,759900,0.0,0
2008-01-08,31.81653259407248,31.903849109044334,31.218755620714898,31.245622634887695,368600,0.0,0
2008-01-09,31.467271554966675,31.521005587510622,31.0911435758778,31.44712257385254,229400,0.0,0
2008-01-10,31.36650865343349,32.192649780949104,31.070976744216615,31.413524627685547,388200,0.0,0
2008-01-11,31.326210883447956,31.326210883447956,30.762016580993976,30.869482040405273,207700,0.0,0
2008-01-14,31.40681788486323,31.420251391217917,31.19860494181394,31.366519927978516,172700,0.0,0
2008-01-15,31.191884960899248,31.191884960899248,30.325445633619776,30.37917709350586,322000,0.0,0
2008-01-16,30.271704448500074,30.31872042559242,29.022416915066646,29.754526138305664,545800,0.0,0
2008-01-17,30.177679101797146,30.177679101797146,29.156755760212107,29.25078773498535,484400,0.0,0
2008-01-18,29.84856489628655,29.92916592868473,29.197056538565892,29.358253479003906,428600,0.0,0
2008-01-22,28.209711606380022,37.68683179647201,27.497751295834632,28.525392532348633,461800,0.0,0
2008-01-23,27.598504877114443,28.77390968012242,26.96714550531179,28.464946746826172,708800,0.0,0
2008-01-24,28.747031226702845,29.311225410051566,28.740315757860483,29.25749397277832,365500,0.0,0
