Open,High,Low,Close,Volume,Dividends,Stock Splits
31.059770176443475,31.059770176443475,30.93414878845215,30.93414878845215,13200,0.0,0
31.0409384258266,31.254494156143974,30.93416175868276,31.034658432006836,2900,0.0,0
31.10375899665484,31.10375899665484,31.02838706970215,31.02838706970215,3800,0.0,0
30.9655629277105,30.9655629277105,30.795974361893514,30.89647102355957,181800,0.0,0
30.852503883832508,30.95928293461924,30.833661508529314,30.89647102355957,3100,0.0,0
30.97813219766182,31.20425033569336,30.97813219766182,31.20425033569336,7300,0.0,0
31.279613274629106,31.31101803011586,31.191679000854496,31.191679000854492,11100,0.0,0
31.15399704147851,31.298463253613132,31.15399704147851,31.254493713378906,1800,0.0,0
31.405234105459524,31.775815963745117,31.34870458822853,31.775815963745117,5000,0.0,0
31.694165123624693,31.744414653740517,31.637635600259127,31.650197982788086,15600,0.0,0
31.599958129067666,31.599958129067666,31.5057414364085,31.52458381652832,8200,0.0,0
31.719297553998977,31.75698471069336,31.706735168434182,31.75698471069336,3300,0.0,0
31.71929488709329,31.74441965611043,31.625078201293945,31.625078201293945,1000,0.0,0
31.79465626831285,31.800938656501447,31.713004390093516,31.738126754760742,7200,0.0,0
31.65647835096645,31.65647835096645,31.254489323793187,31.4931697845459,5100,0.0,0
31.52457953175785,31.52457953175785,31.40524048050263,31.468050003051758,11200,0.0,0
31.39896832338429,31.493182630722494,31.279626846313477,31.279626846313477,6400,0.0,0
31.4366352957365,31.51828956604004,31.40523054439789,31.51828956604004,2600,0.0,0
31.518320209389255,31.593692165087283,31.45551064564611,31.556007385253906,2000,0.0,0
31.656474876541406,31.738126754760742,31.631350115845123,31.738126754760742,129700,0.0,0
31.876327421451045,31.99566650390625,31.8512026474509,31.99566650390625,3600,0.0,0
31.939113791545395,31.939113791545395,31.813494804730283,31.85746192932129,3300,0.0,0
31.79465003988515,31.9014290539123,31.719278168590364,31.85746192932129,21800,0.0,0
31.920286595041304,31.93284897889967,31.90144421726862,31.92656898498535,5200,0.0,0
32.08360013898715,32.165252052619095,32.020788210004774,32.127567291259766,3300,0.0,0
32.19036139758812,32.19036139758812,31.97052574157715,31.97052574157715,6300,0.0,0
31.857480246399124,31.857480246399124,31.637642101015285,31.725576400756836,4200,0.0,0
31.687885298206453,31.687885298206453,31.235649108886722,31.23564910888672,1500,0.0,0
31.02838820740817,31.16028968341935,30.739458084106445,30.739458084106445,7600,0.0,0
30.839952064898213,31.028385466589878,30.827392074413655,30.940448760986328,5800,0.0,0
30.909035594508765,30.909035594508765,30.638950347900387,30.63895034790039,11200,0.0,0
30.78970763460429,30.846237180899145,30.726895696481986,30.739458084106445,6100,0.0,0
31.040931244394397,31.235644552175152,31.028371259660666,31.210519790649414,21900,0.0,0
31.10373762391808,31.128862380981445,30.99067861316165,31.128862380981445,1100,0.0,0
31.154000058065286,31.160282448434057,30.902759552001953,30.902759552001953,2000,0.0,0
30.68292236719713,30.68292236719713,30.33746516310558,30.406557083129883,6500,0.0,0
30.576154997232862,30.576154997232862,30.419128729743388,30.437971115112305,4400,0.0,0
30.437964097995064,30.437964097995064,30.149036407470703,30.149036407470703,3200,0.0,0
30.3500276189189,30.563583374023438,30.3500276189189,30.563583374023438,1200,0.0,0
30.65152064883345,30.77714211626916,30.620115880982073,30.714332580566406,3700,0.0,0
30.84064237993019,31.036434382484675,30.84064237993019,30.973276138305664,6300,0.27,0
30.998541780147548,31.194333791421105,30.998541780147548,31.18170166015625,23500,0.0,0
31.213288523281605,31.263817060870057,31.137498126232206,31.200658798217773,6800,0.0,0
31.22591758239628,31.440659027331844,31.22591758239628,31.390132904052734,3300,0.0,0
31.642768339114365,31.642768339114365,31.377500770899694,31.390132904052734,11400,0.0,0
31.52907705441817,31.64276382725216,31.497497930704885,31.604869842529297,16200,0.0,0
31.623812442994574,31.661708831787106,31.573286333936892,31.66170883178711,4700,0.0,0
31.58592758501893,31.604876990999085,31.48487292068,31.503822326660156,7000,0.0,0
31.579607335286443,31.655397718277936,31.35855104767257,31.434341430664062,6500,0.0,0
31.548030853271484,31.63013851383634,31.529081448936186,31.548030853271484,3400,0.0,0
31.630151550937992,31.630151550937992,31.118560791015625,31.118560791015625,9700,0.0,0
30.97327873780861,31.068016112028175,30.777484309489054,30.834327697753906,28200,0.0,0
31.105922465016796,31.105922465016796,30.853284567557353,31.017499923706055,3300,0.0,0
31.01117150207972,31.23854504618176,31.01117150207972,31.18170166015625,3900,0.0,0
31.20063110810158,31.20063110810158,31.04904803919732,31.150102615356445,3400,0.0,0
31.263802999496672,31.295382116619624,31.118537133265338,31.23853874206543,11200,0.0,0
30.92907012576399,30.948017120361328,30.676432287578862,30.948017120361328,7600,0.0,0
30.979590082138756,31.43433713663349,30.979590082138756,31.409072875976562,6500,0.0,0
31.32696639038751,31.32696639038751,31.17538563951318,31.295387268066406,9800,0.0,0
31.35855039494969,31.35855039494969,31.162755966186523,31.162755966186523,700,0.0,0
31.409079883380056,31.446976282820184,31.314342498779297,31.314342498779297,3700,0.0,0
31.2006566430644,31.2006566430644,30.935386657714844,30.935386657714844,69000,0.0,0
31.011176170210096,31.011176170210096,30.57537841796875,30.57537841796875,3100,0.0,0
30.69536491765044,30.74589342537481,30.670103073120117,30.670103073120117,700,0.0,0
30.670119537985567,30.884860992431644,30.670119537985567,30.88486099243164,4200,0.0,0
30.948021875904512,31.150131213775996,30.80907080261786,30.998550415039062,16800,0.0,0
31.04276098224322,31.07434011382367,30.99854971616393,31.03644371032715,6200,0.0,0
