,bitcoin,ethereum,binancecoin,cardano,ripple,dogecoin,bitcoin-cash,litecoin,chainlink,ethereum-classic,compound,c_r_e_a_m_-finance,definer,dydx,nexo,celsius
2018-12-14,3418.447051503038,90.03101282611858,4.717618128865192,0.029985555502443164,0.3023842596410721,0.002070723637338593,99.00938734647845,24.24862504550669,0.21990432451262207,3.829727734901688,1.0061911374730899,1.0068055410002952,1.001691639549746,1.0040956710633457,1.005604458422208,1.004167951361305
2018-12-15,3391.033270483726,88.71930028106843,4.711354448428276,0.02978023692152742,0.3003852950669493,0.002063183292898639,95.43614266422559,24.006442511399875,0.21821259274353944,3.8070093568385315,1.0063974304513814,1.0070708320462005,1.0017781909473873,1.0042328101321911,1.0059167365738033,1.0044000129065924
2018-12-16,3362.071890919496,87.74148971465456,4.6884941746900894,0.029394804456335084,0.29738879917217637,0.002061233588662071,92.12675738079942,23.901223173812777,0.21558653277507128,3.7783118569292937,1.0065953574392998,1.0073285646559027,1.0018630791460137,1.004367530557357,1.0062291116995552,1.0046321280809174
2018-12-17,3314.4290910727614,86.44659251112297,4.667120051607454,0.029043914390232177,0.29396328265581045,0.0020653430174280593,88.24128598994653,23.88490994251477,0.21126946383364228,3.7312067468306744,1.0067854480391307,1.0075793999564786,1.001946744431084,1.0044991706371469,1.0065415838295775,1.0048642968966734
2018-12-18,3324.773172908219,87.04935695035184,4.734005048555452,0.029398262054666748,0.29764519713938864,0.002128782453291534,86.43162141102934,24.57544979403723,0.21301481078180057,3.7464302451461955,1.0069724609848911,1.0078267492904645,1.0020284754836173,1.0046332658025083,1.0068541529939936,1.005096519366257
2018-12-19,3364.33978252489,88.79215904877347,4.828311455784279,0.030143577716679585,0.30466766301580883,0.0021985476577365054,87.41234264299113,25.49682517048925,0.21924366747440543,3.8110467879695173,1.0071637899550625,1.008075919396302,1.0021072376917401,1.0047782030059422,1.0071668192229366,1.0053287955020678
2018-12-20,3400.004136762567,90.23696648332319,4.892110951586458,0.030803875407710075,0.3109435554989471,0.002286934664702722,91.92768143383044,26.202749033887063,0.22891410884320784,3.88790330915277,1.0073580187042304,1.008325442090466,1.0021819839516155,1.004935744522098,1.0074795825465486,1.0055611253165075
2018-12-21,3510.0700055432612,94.30417457429415,5.04585450586936,0.03220596300327822,0.32161796062224296,0.00237373877966317,106.44724737455094,27.504074667984362,0.24677638183804498,4.009392429349049,1.0075524124336217,1.0085734292808044,1.0022529983062183,1.005103120839852,1.0077924429949812,1.0057935088219814
2018-12-22,3600.0129124119235,97.74234868124147,5.19070295415785,0.03394140309627005,0.33124959186725633,0.0024351588971892255,122.48760766458159,28.498872887216883,0.2589885426125021,4.121980862466903,1.0077450814013256,1.0088186703854587,1.0023206719368385,1.0052780055471882,1.0081054005983954,1.0060259460308973
2018-12-23,3705.52599379693,102.20124006456832,5.374286590908686,0.03593150377054125,0.3418945061539705,0.0024939044008936337,139.231811262921,29.59636971701059,0.2729166503615902,4.265244421808908,1.0079312611809408,1.0090579125023031,1.0023856677133243,1.0054552367025764,1.0084184553869613,1.0062584369556662
2018-12-24,3809.0361231095844,108.59276249554766,5.561970846456252,0.038062583546032994,0.35345975076679004,0.0025496683222252336,155.70427036133336,30.69394803767421,0.28717222915205604,4.443272057059981,1.0081099272750091,1.0092898685025622,1.0024466766835696,1.00563758717832,1.0087316073908585,1.0064909816087013
2018-12-25,3882.7180148332873,115.00486963117116,5.70993749208514,0.03992783617439055,0.3649057300799015,0.002549162538194902,168.8894696928341,31.25533810469822,0.29854468663097206,4.611988432361879,1.008277078258293,1.0095114640052192,1.0025030803791193,1.0058238579137735,1.0090448566402763,1.0067235800024195
2018-12-26,3897.489926428539,118.94587636406709,5.688214855328794,0.040813761442202896,0.3688601657609976,0.002523679920943098,178.04669302056217,31.334934111272677,0.30624039378696405,4.680856085580638,1.0084246319023353,1.0097175555752236,1.0025563042299062,1.0060045448188624,1.009358203165413,1.00695623214924
2018-12-27,3910.8988590572008,123.23442212614601,5.713681891385071,0.041610964861697075,0.3725340886895318,0.0024809371798835004,184.6754622799152,31.508253517956796,0.3078991701613689,4.823262284268352,1.0085561510110832,1.0099121982377524,1.0026083610085212,1.0061771115485851,1.0096716469964762,1.0071889380615853
2018-12-28,3842.699807932728,123.18759067618416,5.6413528791289185,0.04137727973647652,0.36704281517076304,0.0024314509862117728,178.75129405654238,30.864139564137655,0.2995816354154857,4.825046291873749,1.0086713868176096,1.0100958105626678,1.0026596745956824,1.0063403000566125,1.0099851881636832,1.0074216977518802
2018-12-29,3843.87032207473,126.92569902120916,5.69797747903921,0.04143738081083615,0.36909722555085633,0.0024189595473030783,175.5509621358555,31.05070955542571,0.3000219855646256,4.917522309179524,1.0087725087125232,1.0102707628474412,1.0027113152078473,1.0064927503908911,1.0102988266972608,1.0076545112325528
2018-12-30,3817.816917286382,130.31261970644837,5.684409588686102,0.041296815910877194,0.36985822998835305,0.002397948361150546,171.50700943284068,31.0656361045777,0.2994649115272017,4.99978239512492,1.008859860936099,1.010437286654173,1.002762478890762,1.0066367286298064,1.0106125626274447,1.007887378516034
2018-12-31,3798.9755584982054,131.51621821573653,5.673502025289445,0.04114572134825659,0.36949178051984427,0.0023765362204712904,166.6170477708692,30.816013045488045,0.2991392777574117,5.05222714256547,1.0089249753708052,1.0105907989508909,1.0028162866144708,1.0067577656381326,1.01092639598448,1.0081202996147576
2019-01-01,3751.910031380962,130.44491911918269,5.671985165048104,0.04046498593931845,0.3614875484707712,0.002353062155886619,162.09872632035174,30.378329579634862,0.29733522652750083,5.028507136416779,1.008970776117861,1.0107338398067365,1.0028735310772419,1.0068556725566695,1.0112403267986219,1.00835327454116
2019-01-02,3756.922292358555,131.94602335944978,5.761110941407762,0.040629757716710194,0.3593228793376698,0.002353304024035359,161.36989266346248,30.519277387225667,0.29605486031404415,5.101915590129243,1.0090017161224363,1.0108692878453516,1.002933899753931,1.006934288108127,1.011554355100134,1.008586303307681
2019-01-03,3769.8593070199177,135.2816060338188,5.826952581249189,0.04123504659331177,0.3588924514253097,0.002347188262389988,160.52577238748043,30.903567851732642,0.30037296183941953,5.096885659832969,1.009016588657692,1.0109952608092396,1.0029958386868392,1.0069968294246372,1.0118684809192902,1.0088193859267627
2019-01-04,3796.8338680992447,139.94292544574256,5.917561142019842,0.04191537881228262,0.3616208235680375,0.0023456350550455566,162.17439601871203,31.44319485670423,0.31229172374835246,5.138613172840799,1.0090192360266037,1.0111142410830005,1.0030586393451484,1.0070479917558566,1.0121827042863731,1.0090525224108504
2019-01-05,3791.2405799421076,142.66244364723156,5.929909358572708,0.04225677165803713,0.3595927749185556,0.002326800537428888,160.75548688815914,31.48873434824666,0.33128148111060807,5.149966178957952,1.009007149561862,1.011224036545039,1.0031212770181512,1.0070888364676394,1.0124970252316754,1.0092857127723924
2019-01-06,3792.542568118491,144.79067291617352,5.956518531604438,0.04276635369221806,0.35776177625962313,0.002318437038567291,159.4308594179647,31.900304501021207,0.3449865789189997,5.134128885209599,1.0089843308679527,1.0113274917660675,1.0031835415302055,1.0071228558692882,1.0128114437854985,1.0095189570238394
2019-01-07,3821.6556913551044,147.22890369044572,6.010647256111947,0.043582219367460116,0.357521420583402,0.0023096142468156436,159.8120607308268,32.928915282332646,0.3581283583005853,5.148837528465693,1.008969710736837,1.0114370727260775,1.003242293803729,1.007172376237161,1.0131259599781537,1.0097522551776454
2019-01-08,3864.103855928542,149.86318554254444,6.028647397262526,0.044560922194955624,0.3593266738679858,0.002297567553401369,161.237741620632,34.015934596070935,0.3690912977158245,5.131489686319964,1.008961596116724,1.0115514160812746,1.003297401000014,1.0072365032440793,1.0134405738399614,1.0099856072462674
2019-01-09,3889.7219989108376,151.29219458907647,6.112265610990818,0.0454069040810358,0.3596842446462161,0.0022783632162942545,160.72369846822502,35.09025485845836,0.38441336799633735,5.097550538585482,1.0089591355794496,1.0116698164156364,1.0033485188039122,1.0073155660293427,1.0137552854012517,1.0102190132421647
2019-01-10,3905.443960130768,150.70339846597693,6.1773058964709575,0.04635902314576589,0.3591853350064439,0.0022624981649430956,159.19859055261284,35.87465071735752,0.3933426604129167,5.036620553686045,1.0089626400395078,1.0117930377356967,1.0033968595463254,1.0074065029938641,1.014070094692364,1.0104524731777997
2019-01-11,3883.632806046707,147.8311346179171,6.182897142489489,0.04663815033026108,0.35562441140782985,0.002235292813353805,155.47335544395725,36.13412871925779,0.392557796538262,4.942187104111392,1.0089715155230845,1.0119207811130575,1.0034436121475379,1.0075056920645091,1.0143850017436469,1.0106859870656382
2019-01-12,3857.572981268443,143.76973892388145,6.1829068131902805,0.046650391258034225,0.35165012262724693,0.0022128178745424464,151.09941994841114,36.08486613612417,0.39322665014688996,4.825870531139171,1.008987661020107,1.0120539493325058,1.0034890303517428,1.0076137507119294,1.0147000065854588,1.010919554918148
2019-01-13,3830.591336902385,139.49938051184193,6.177108674831318,0.0464881307761877,0.3482713340967415,0.002190710600524483,147.6666902118975,35.72609548207076,0.3944082367001899,4.739388902748085,1.0090104798442132,1.012191640135966,1.003533557350125,1.0077290420847107,1.0150151092481674,1.0111531767478006
2019-01-14,3756.635939760964,133.79462871863774,6.06429917227385,0.045219731087820896,0.3413385617833854,0.002162146283704342,142.01939887605718,34.45810934803627,0.4012101945451277,4.574358998880309,1.0090309491098788,1.0123271279202606,1.0035786349456852,1.0078412487422237,1.0153303097621496,1.01138685256707
2019-01-15,3707.8330209206392,130.58128238579351,6.0356819804451955,0.044653141112561516,0.3369718269502467,0.0021434635980993218,138.15801552456554,33.640243051505,0.4162550344628418,4.500459955281216,1.0090518857291444,1.0124622761219542,1.0036248162314627,1.0079508158356743,1.015645608157792,1.0116205823884328
2019-01-16,3649.8630192896994,126.53364063085823,5.929052759887523,0.043849562832521345,0.3313539334564135,0.002121997881608973,133.46446254149717,32.483967024146395,0.42934530285052397,4.391398485142009,1.0090738967894277,1.0125974050912565,1.0036724867532687,1.0080570542562326,1.0159610044654905,1.011854366224369
2019-01-17,3594.923220799297,122.74887758133734,5.86447419599358,0.04281314086936521,0.3256367888175425,0.0021024644024929618,129.09007950852964,31.471434395998973,0.4432653809753666,4.297033674663439,1.0090974174900684,1.0127323188081223,1.0037212190162514,1.0081613098229334,1.0162764987156507,1.0120882040873616
2019-01-18,3594.513728233589,122.07780817737681,5.9293912290533894,0.04292261469786217,0.32523920100295955,0.0020994499620887023,128.51839037869175,31.210428344363873,0.46099946483545645,4.304618226893039,1.00912369726987,1.0128676593320058,1.0037706120109062,1.0082654672960858,1.0165920909386872,1.0123220959898955
2019-01-19,3589.5057204243562,121.29837133396701,5.999035560886194,0.04297905420329116,0.324259197754396,0.0020947341470948268,128.1359310060297,31.090552803796292,0.4694816557496248,4.2912039096714025,1.0091517801445513,1.0130031364522594,1.0038212031380398,1.008367436822148,1.0169077811650242,1.0125560419444597
2019-01-20,3600.384423895131,121.17963035955677,6.0927146293675705,0.04327036504564644,0.3243131511892274,0.002095869770240712,127.53630968472233,31.129418223862224,0.48059360326079387,4.275338892395297,1.0091800972493183,1.0131382660341492,1.003873839100371,1.0084638535663997,1.0172235694250957,1.0127900419635454
2019-01-21,3606.5751695713584,121.58560565308872,6.224562978709229,0.043748761615384914,0.32472702469753306,0.002095281472165544,127.28939436139589,31.26675985080538,0.48561127459439846,4.2860780442649915,1.00920976126778,1.0132741470229385,1.0039283695382468,1.0085559554130643,1.0175394557493447,1.0130240960596466
2019-01-22,3589.8545834489933,119.93154723057532,6.2931732743914965,0.04362176493732487,0.3228325441215674,0.002087739221379263,125.82443782842827,31.1435014227912,0.48782599215672245,4.275722579287081,1.0092404844830116,1.0134109482720617,1.0039847731483973,1.0086436713193028,1.0178554401682238,1.0132582042452607
2019-01-23,3590.349678433802,119.64623516775116,6.38211787453942,0.04377163687381237,0.32203317520025415,0.0020838139327598853,125.98143357579545,31.225952049245652,0.4916121164170703,4.295440293450247,1.0092752293114209,1.013550987928615,1.004043055246216,1.0087291742897198,1.0181715227121952,1.0134923665328874
2019-01-24,3584.357204032807,118.81344676685276,6.436916023472539,0.043556960791786836,0.3202660823557458,0.0020742337808233105,126.57166268152154,31.26702244083288,0.4930810199506996,4.2938773312113545,1.0093148065371778,1.013695120930691,1.0041032622167005,1.008812998641081,1.0184877034117306,1.01372658293503
2019-01-25,3576.451593100138,118.00175662462216,6.456592471749285,0.04326827618678693,0.3187627922236552,0.002067475517929117,126.44171096641766,31.418839197301022,0.4954160893875102,4.273436048745594,1.009358489312096,1.0138429351142921,1.004165359155149,1.0088947622026012,1.0188039822973107,1.0139608534641937
2019-01-26,3571.741473863177,117.42735189466416,6.488301205698858,0.04307414379850048,0.3177914260077874,0.002067756449283209,126.48500632898579,31.69237284506602,0.49217445712667995,4.27452893182834,1.0094087219831065,1.0139962187667046,1.0042291741773182,1.0089767143701416,1.019120359399426,1.0141951781328877
2019-01-27,3555.88822994344,116.34292204923632,6.546787507217078,0.04268748123459909,0.3156820133406492,0.0020570669877493517,126.08574951113785,31.808483682020128,0.49023432353476554,4.262719809896631,1.009467373479878,1.0141560988915603,1.0042940539904641,1.0090619948305541,1.0194368347485767,1.0144295569536232
2019-01-28,3557.881679956118,115.61515295520728,6.635955400859669,0.04240149018028535,0.3143323360028864,0.002048301650300751,125.99967916733856,32.05407314761264,0.483672297422901,4.260091476033914,1.0095369448024683,1.0143245109735453,1.0043600713334686,1.0091522382582363,1.019753408375272,1.014663989938915
2019-01-29,3543.7690350277344,114.11879975012447,6.588764913299442,0.04181821066554424,0.31074358278778863,0.0020264104309380025,124.51661670352028,32.06129534383932,0.4716318164411962,4.2117407151013335,1.0096183840215678,1.0145018799878183,1.0044268186705025,1.009249252103398,1.0200700803100307,1.0148984771012801
2019-01-30,3521.21311719301,112.2303222464074,6.561975018216564,0.04106312517222281,0.3063061235409751,0.0020047026848984072,122.04576467455561,31.976456949096896,0.46045820396050374,4.154787696970405,1.009710531304449,1.0146873062881423,1.0044942271816735,1.0093523846934307,1.0203868505833813,1.0151330184532388
2019-01-31,3507.239209572062,111.06704724229988,6.517907749139675,0.040605191690926544,0.30703566639589147,0.0019907620854387555,120.08466196702632,31.990399068252465,0.4491350876225182,4.117365699709173,1.0098145980191198,1.014881575569555,1.004562180146686,1.0094628360559121,1.0207037192258617,1.0153676140073142
2019-02-01,3488.1394428931226,109.6514129764855,6.48907436687378,0.03995543309029376,0.3060020037093086,0.0019713859072394415,118.0083816031571,31.824532551090254,0.4337640540973217,4.0688299378528905,1.0099314319232922,1.015085309041382,1.0046306086831382,1.009581428521057,1.0210206862680191,1.0156022637760325
2019-02-02,3473.8062615289414,108.4885061498394,6.467540758849536,0.03942366666005703,0.3049668206573197,0.0019488434012824585,116.42605462110463,31.84649537298305,0.4262903147805985,4.011513597597308,1.0100615541384186,1.0152987981661816,1.004699313260046,1.0097090850175545,1.0213377517404105,1.0158369677719226
2019-02-03,3462.8015547916393,107.55150758628292,6.4600358174195245,0.03894107859589916,0.304333804562821,0.0019340997755984933,115.66516189564734,31.973382803626077,0.4184650612367324,3.9649006904888604,1.0102057984298203,1.015522640689106,1.0047682327239076,1.009846594948483,1.0216549156736021,1.016071726007516
2019-02-04,3448.645006605269,106.79243726181299,6.417770328107764,0.03853493684360151,0.30351615644041713,0.0019194387487440378,115.19495133740448,32.144893389049564,0.4134051007862275,3.9200648347534366,1.0103616789704117,1.0157549085019688,1.0048372981967206,1.0099923076022006,1.0219721780981696,1.0163065384953478
2019-02-05,3453.186126685246,107.11613061848557,6.546161987700379,0.038464247093505155,0.3044258951614233,0.0019177309641368484,116.31020649487462,32.60146115728956,0.41210431109096923,3.9161440110123302,1.0105290892428846,1.0159956879449523,1.0049067270106218,1.0101455679395164,1.0222895390446984,1.0165414052479556
2019-02-06,3461.2602972323125,107.50458665457893,6.752163879388704,0.03846312770633655,0.3062199670398101,0.0019163131786448853,117.40654714273539,33.097354859306435,0.4076459551847388,3.913884907581246,1.0107096763426817,1.0162462967221593,1.0049763160644645,1.0103081754066543,1.0226069985437833,1.0167763262778795
2019-02-07,3453.825184672417,106.98323402066255,7.018363624809068,0.0380788208814406,0.3017959352133676,0.0019022545268551107,116.98501156977561,33.25286751839008,0.40415315619793135,3.8799112844506434,1.0109036923575705,1.0165070067900748,1.0050459018644124,1.0104807935764664,1.0229245566260285,1.0170113015976632
2019-02-08,3448.406758257312,106.6874295319022,7.235214543941679,0.03782939208607583,0.29919194937082544,0.001893184005594755,117.16422659567574,33.51331036680237,0.40652070864195705,3.8684768057193053,1.0111115619117341,1.016778142607468,1.0051153459847268,1.0106641195468729,1.023242213322048,1.017246331219853
2019-02-09,3476.9484661282877,108.44800758352092,7.527994764531536,0.03812637120530989,0.2997348682450528,0.0018998939194204232,119.26632711259411,34.977810576897845,0.40921660760089573,3.900879208951928,1.011332121985283,1.0170589271444768,1.0051847220149512,1.0108571146871748,1.0235599686624648,1.017481415156998
2019-02-10,3502.7808444185625,109.97820447586359,7.806081669126123,0.038433979318339036,0.3000637997533689,0.0018992468934414253,120.35880356015727,36.5453205374802,0.4165522683181099,3.9210155053819236,1.0115653336203274,1.0173493083931182,1.005253604286448,1.0110609030061912,1.023877822677912,1.0177165534216503
2019-02-11,3534.4473851756397,112.50529559278463,8.131276638141715,0.03909523236366842,0.30090660954667126,0.0019026621389269156,121.59913725845742,38.44057640655838,0.42429251517414296,3.9567011754769306,1.0118125533579403,1.0176503289021221,1.0053216491897123,1.0112774267495244,1.0241957753990316,1.017951746026365
2019-02-12,3558.36753244262,114.4127265003445,8.465992186671054,0.039622101870212964,0.3012354820295329,0.0019020797386279274,122.05115123393844,39.69724748864503,0.4285276300455559,3.9841299408873923,1.0120704690053304,1.0179594596490629,1.0053885090510188,1.0115051278370741,1.0245138268564757,1.0181869929836997
2019-02-13,3581.806156680742,116.58773370237726,8.692665238875483,0.04015911351917523,0.3018814257733115,0.0019027005569316857,122.76854819952334,41.09437357821076,0.4294145136950384,4.013469652482444,1.012335683993581,1.0182741956332089,1.00545423969121,1.0117413194344544,1.0248319770809056,1.0184222943062156
2019-02-14,3610.9812155102686,119.08351990592017,8.81357986288648,0.04077624622454766,0.30385131238154506,0.0019105283213726107,123.81340211707598,42.34687365718338,0.4364450156673886,4.064761992508599,1.0126057326732711,1.0185928024996758,1.005518936340338,1.0119839144544993,1.0251502261029921,1.0186576500064761
2019-02-15,3638.9308121770678,121.41592127780379,8.948466841924093,0.041342024741429305,0.3051944243117267,0.001918149104827208,124.6832538182099,43.5221202214633,0.44036455825386056,4.102272473156357,1.0128783408756028,1.0189137126295067,1.0055826126651974,1.01223120408486,1.0254685739534157,1.018893060097048
2019-02-16,3629.9232534253365,121.7357318266971,9.046389656612977,0.04130023040292955,0.3037545781405991,0.0019088073915655046,123.35446920154904,43.430060697484755,0.4407006729454824,4.0951513282212275,1.0131517710153684,1.0192357086789785,1.0056452042911739,1.0124820797246936,1.0257870206628663,1.0191285245905009
2019-02-17,3623.5208803946393,122.22845371045948,9.0821395575922,0.04127573023727351,0.3022687475852678,0.0019076854212907355,122.4518666049747,43.25623488970719,0.43736715915698593,4.0946417216160365,1.0134225456596904,1.019556375599339,1.0057073933889324,1.012732169296913,1.0261055662620433,1.0193640434994067
2019-02-18,3622.004294919782,123.5130015428252,9.111221102281132,0.04110853714892238,0.3015853830138635,0.001918203766150907,122.10039386540002,42.83211461964279,0.43897352968352804,4.098399696718334,1.0136878016557278,1.0198736543991855,1.0057695410891936,1.0129783838443627,1.026424210781656,1.0195996168363413
2019-02-19,3658.443675026237,126.99239653693348,9.133662184521523,0.041639380014347895,0.30419744138916727,0.0019405347119552491,125.10865845198363,43.507302451342504,0.4450346563913263,4.140638271671156,1.0139496721567458,1.0201894588398064,1.005832231912438,1.0132208027504934,1.0267429542524225,1.0198352446138825
2019-02-20,3698.592949959228,130.00856014104525,9.304201391959547,0.04223639107436187,0.3067438001953309,0.00196585562964454,127.84836560764435,43.968741062828826,0.44903695323652215,4.210274979645093,1.0142065622098868,1.020502769140469,1.0058956633232965,1.0134577407895586,1.027061796705071,1.0200709268446118
2019-02-21,3750.9853261685976,133.83346085805712,9.624778659758457,0.04313305405834057,0.3108342826672155,0.001989394772508937,131.39055421833092,45.38411354710035,0.45133011891828007,4.290814701825002,1.0144575155232536,1.0208129251858586,1.005959926801319,1.0136882610654472,1.0273807381703393,1.0203066635411129
2019-02-22,3800.292721064098,137.3625536078029,9.871185704411399,0.04376981214902154,0.31374281962005474,0.0020083889028644545,134.31243786483864,46.440879660589744,0.45331767868427236,4.344110645376239,1.014702138593636,1.0211197256021904,1.0060250938027175,1.0139119043296918,1.0276997786789743,1.020542454715973
2019-02-23,3853.4944541180644,141.14389244211515,10.086839131594832,0.04454044111946772,0.3167707974556171,0.0020306092457191946,137.55354538258322,47.43816293642532,0.454961845647611,4.431583220180807,1.0149410683127449,1.0214237381515947,1.0060911892009254,1.0141290990605316,1.0280189182617328,1.0207783003817819
2019-02-24,3923.8867789341493,146.10631919106513,10.310538644045947,0.04557410106664767,0.3212129471820157,0.0020516482659755143,141.64744295013122,48.552419104771545,0.4577821059958559,4.535907572998557,1.015175606544651,1.0217259162026475,1.0061577477657069,1.0143420776926664,1.028338156949381,1.0210142005511322
2019-02-25,3935.0001240626725,146.16839905950835,10.43604825349223,0.04563811636165076,0.32040061423247346,0.0020408890328643503,142.05638580059238,48.56960968584417,0.4496294369596508,4.527657513216569,1.0154053101255625,1.0220261037430054,1.0062246941476725,1.0145507846227966,1.028657494772695,1.02125015523662
2019-02-26,3926.1663103115243,145.09637617671208,10.454934154959274,0.045374593352669836,0.3211878310615964,0.0020326626662859584,140.68154124053018,48.25288417385172,0.4479014099367816,4.509595602577734,1.0156272485091389,1.0223217434547165,1.0062917497285682,1.0147537582384938,1.0289769317624597,1.0214861644508435
2019-02-27,3911.0519965122344,144.0024624159537,10.303125122066888,0.044940264798661415,0.32045496750870844,0.00202147714045403,139.30970669725937,47.89532525339324,0.44444274127551736,4.467814057383625,1.0158426648170447,1.0226134385998114,1.0063588416103284,1.0149520704201749,1.0292964679494705,1.0217222282064042
2019-02-28,3887.7047087054207,141.99980276704272,10.121660074983163,0.04432621680209655,0.31745617454637687,0.002009632906894948,137.0684872792353,46.97276245067768,0.43938664938112965,4.411964781554973,1.0160513769210746,1.0229007938023493,1.0064259490882297,1.015145581598249,1.0296161033645315,1.0219583465159068
