,compound,c_r_e_a_m_-finance,definer,dydx,nexo,celsius
2018-08-17,9.735091118861371,7.728448196552406,2.7162323112338105,4.732866398603299,12.0,8.8
2018-08-18,9.653871430207902,8.233395235558177,2.7085650966000743,4.181593480745193,12.0,8.8
2018-08-19,9.571073089984424,8.234896598696768,2.6206351189301764,4.11356816034665,12.0,8.8
2018-08-20,9.541953090096884,8.347170022029227,2.4813031671919674,4.203108784679143,12.0,8.8
2018-08-21,9.45999248625425,8.262337215233249,2.449073776983294,6.751053890003811,12.0,8.8
2018-08-22,9.435095045745756,8.471382903864635,2.18563608240018,7.285765348904641,12.0,8.8
2018-08-23,9.450900005523621,8.690997213177736,2.379896927697935,7.833911620894134,12.0,8.8
2018-08-24,9.411312076565334,8.60286922716946,2.504607601325645,7.754015408864595,12.0,8.8
2018-08-25,9.403351673918795,8.083554223498536,2.639424781549073,7.588058799693305,12.0,8.8
2018-08-26,9.361558390821653,7.390928539658312,2.6993738762969826,7.961643306052884,12.0,8.8
2018-08-27,9.307383800168575,6.92855000706398,2.7358364600371528,7.787293386565193,12.0,8.8
2018-08-28,9.321136028853548,6.751181423659154,2.7486319809766084,5.1938122613713205,12.0,8.8
2018-08-29,9.287690751971557,6.687348425744773,2.777964705841874,4.615906215573584,12.0,8.8
2018-08-30,9.25641125144011,6.55946404301209,2.8179816607605797,3.8969014585517976,12.0,8.8
2018-08-31,9.175205516670891,6.628039124328221,3.2095056606633605,4.084203327243705,12.0,8.8
2018-09-01,9.04433007323161,6.654633241510014,3.426588042283445,5.271747725451514,12.0,8.8
2018-09-02,8.89663688186211,7.312287314018676,3.716183030425534,5.670190839062357,12.0,8.8
2018-09-03,8.751444775576765,7.4141410810613975,4.004079879541247,6.618796318901128,12.0,8.8
2018-09-04,8.565164753464384,7.59154821917438,4.088611493422434,7.1857840425553565,12.0,8.8
2018-09-05,8.435246605988542,7.809345934848501,4.418935349540584,7.085087370649802,12.0,8.8
2018-09-06,8.282728339098872,7.995081633354524,4.254379545527996,7.2367498509421875,12.0,8.8
2018-09-07,8.152348087542654,8.013102462267524,4.41308858649482,7.298931718929036,12.0,8.8
2018-09-08,8.03862806471913,8.328436034075837,4.071746856658232,6.273941372370567,12.0,8.8
2018-09-09,7.952352650938722,8.763556745079061,3.7885717305614324,6.149525039548487,12.0,8.8
2018-09-10,7.8866019595915935,9.345492211779876,3.8945564794059884,5.695298900206923,12.0,8.8
2018-09-11,7.8495871382279105,9.726456071157896,3.927644788216992,6.547374190294142,12.0,8.8
2018-09-12,7.802609199021475,9.372039794060226,3.7997289363864817,7.88746340117075,12.0,8.8
2018-09-13,7.728603157403573,9.104910801497377,4.05886075351546,8.334376574927392,12.0,8.8
2018-09-14,7.64820652875695,8.94348988639284,3.686340921000282,8.513231385790121,12.0,8.8
2018-09-15,7.567160796138427,9.065338953858246,4.186777393850243,8.755796327248547,12.0,8.8
2018-09-16,7.311509358979417,8.87311151744861,4.714225318719834,8.893271103846699,12.0,8.8
2018-09-17,7.061926237515623,8.122709653952308,5.017002821914772,9.092391321240289,12.0,8.8
2018-09-18,6.827719473842646,8.074005814292219,5.078003879974477,8.664654430958294,12.0,8.8
2018-09-19,6.635234049661901,8.258348258363641,5.015467691837616,8.780232018050468,12.0,8.8
2018-09-20,6.488486621694405,8.322922624646738,4.825986114098375,9.167590194177711,12.0,8.8
2018-09-21,6.333660456362304,8.451131484372533,4.692060131073438,9.203067852366365,12.0,8.8
2018-09-22,6.195044547337902,8.048224378989048,4.285792594487345,8.731914947847738,12.0,8.8
2018-09-23,6.254212894064894,7.4817202871326804,3.587075606966258,8.00476132616191,12.0,8.8
2018-09-24,6.294804740174548,6.969871397563841,2.966860890867903,7.296931383788471,12.0,8.8
2018-09-25,6.425545106472507,6.107541158843459,2.9362512450252294,6.735913893504234,12.0,8.8
2018-09-26,6.526941963993453,5.819144063394995,2.9482756029769854,6.335023022351723,12.0,8.8
2018-09-27,6.653549599582626,5.503227373113737,2.991115141402291,6.24485028233843,12.0,8.8
2018-09-28,6.730215644898792,5.163241317405482,3.0659837919652437,6.693336041420828,12.0,8.8
2018-09-29,6.777492226051517,4.959946348377263,3.3119947424385154,7.9344608087461195,12.0,8.8
2018-09-30,6.802511696349654,4.58989333113212,3.7382531563393746,8.569698039249229,12.0,8.8
2018-10-01,6.861760927287016,4.6918219444114735,4.03173983624971,9.440768991872947,12.0,8.8
2018-10-02,6.805784069504531,4.508285474692234,4.187789293910874,9.890640791820697,12.0,8.8
2018-10-03,6.759822950644748,4.857746861566372,4.257363567073095,10.037929843333092,12.0,8.8
2018-10-04,6.681676003609465,5.230696725111075,4.102932134399118,10.490464231131806,12.0,8.8
2018-10-05,6.658374486718339,5.751218463109602,3.9054528040487217,10.954466562069172,12.0,8.8
2018-10-06,6.657690636116565,6.0348263431769835,3.7290664394153223,10.944732748080165,12.0,8.8
2018-10-07,6.677144775924736,6.4052400351649155,3.4489026750661407,11.179009250426379,12.0,8.8
2018-10-08,6.6964166441542075,6.769287268827436,3.1450595332674394,11.156998042243629,12.0,8.8
2018-10-09,6.661982463734255,7.147636966040889,2.949650307071586,11.099148284661464,12.0,8.8
2018-10-10,6.57979055486202,6.923924552355048,2.7712235410749253,10.470867821674718,12.0,8.8
2018-10-11,6.455921148503218,6.852820169312669,2.870908291513895,9.933498903998919,12.0,8.8
2018-10-12,6.367541263719525,6.621628263201852,2.9866773604857775,9.389497166319254,12.0,8.8
2018-10-13,6.264092065691687,6.65656722722963,2.9766910488884015,9.004629805866474,12.0,8.8
2018-10-14,6.1650460691536795,9.78683332346327,3.012493463978228,8.814373703587162,12.0,8.8
2018-10-15,6.599411235090787,9.174215088425075,2.9542487627633496,8.48544990026348,12.0,8.8
2018-10-16,7.289872528172174,8.775216934438435,2.8563330487935588,8.244557955605305,12.0,8.8
2018-10-17,7.993519199239776,8.205678992826092,2.865797802296079,8.909931161448744,12.0,8.8
2018-10-18,9.15219220567023,8.026213821960141,2.7856834691619192,8.4513785876541,12.0,8.8
2018-10-19,10.127895770054256,7.793116000473691,2.6671793024579356,8.55750260622686,12.0,8.8
2018-10-20,10.929042078146534,7.5290284988715985,3.1006371539077024,8.426861705694986,12.0,8.8
2018-10-21,11.953516863904072,4.448069090332922,3.137502380107598,8.224477948954908,12.0,8.8
2018-10-22,12.628698828044252,5.427358110931899,3.119819492405282,9.190746507374167,12.0,8.8
2018-10-23,13.140014110522245,6.260725779723591,3.191846825081772,9.347147686815692,12.0,8.8
2018-10-24,13.613733362722698,9.393200705158106,3.3158709746806396,8.73571371098427,12.0,8.8
2018-10-25,13.503415604217498,10.808800451432075,4.161042979823131,8.931382050863714,12.0,8.8
2018-10-26,13.500506409566375,11.682055598958016,4.273537623176325,9.984283564737419,12.0,8.8
2018-10-27,13.662034029624806,11.473495779919206,3.7252858678313934,10.265185739356133,12.0,8.8
2018-10-28,13.562339653369587,11.128482881009615,3.6303588724894666,11.764949720927074,12.0,8.8
2018-10-29,13.274372233341483,12.2379293450529,3.63403729075585,10.499761241012417,12.0,8.8
2018-10-30,12.89420164091183,12.49489999934316,3.6260329828820295,10.517614817514273,12.0,8.8
2018-10-31,12.469551558719484,10.186399653746975,3.7282380886473194,10.799332230751762,12.0,8.8
2018-11-01,12.149300741776914,9.551889831906148,3.1133339092023986,11.408818419972635,12.0,8.8
2018-11-02,11.729613313939268,9.559183023373038,3.1682893227460176,10.576702300583735,12.0,8.8
2018-11-03,11.31713551708951,10.160160260020577,3.5228347036685976,10.754061799160993,12.0,8.8
2018-11-04,11.055968612384115,10.444128583055429,3.5740334482170826,9.925720795948953,12.0,8.8
2018-11-05,10.863064216458168,10.77539150083862,3.6389466775466643,10.956298001619746,12.0,8.8
2018-11-06,10.7053465798983,12.113955980465521,3.6375300920573035,11.173131936481559,12.0,8.8
2018-11-07,10.564847018487058,12.670427894311802,3.416406888104963,11.010979826539272,12.0,8.8
2018-11-08,10.50725380597599,11.987294693804719,3.1663305299821434,10.608354154819068,12.0,8.8
2018-11-09,10.556938141528855,11.218423953303448,2.9387824750341656,10.242363919106507,12.0,8.8
2018-11-10,10.623391210906728,11.43792414241398,2.6061499982415475,9.229182396390444,12.0,8.8
